,OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,geometry,Owner,TaxParcelOwner,UBINumber,Principals,CompanyAddress,BusinessName,Agent
158,265,2020,2024 THIRD AVE/YWCA,Multifamily MR (5-9),8729690000,2024 3RD AVE,SEATTLE,WA,98121.0,47.61316,-122.34153,DOWNTOWN,7.0,2003,7,1,116947,116947,0,,71.8,70.8,9022793.0,8898784.0,142.3,141.2,Multifamily MR (5-9),Multifamily Housing,81740.0,Office,27403.0,Other - Lodging/Residential,12851.0,1407842,0,40952,Compliant,No Issue,4803557.0,4095227.0,243.0,2.1,POINT (-122.34153 47.61316),,UNDEFINED,,,,,
160,267,2020,PINE ST. CONDO-ELLIOTT GRAND HYATT SEATTLE,NonResidential,6792120000,721 PINE ST,SEATTLE,WA,98101.0,47.61275,-122.3333,DOWNTOWN,7.0,1999,0,1,518497,518497,0,,76.1,76.1,41990472.0,41990472.0,177.2,177.2,Hotel,Hotel,495536.0,Parking,438756.0,Restaurant,49700.0,8985219,0,113329,Compliant,No Issue,30657567.0,11332905.0,764.9,1.5,POINT (-122.3333 47.61275),,UNDEFINED,,,,,
165,278,2020,ID VILLAGE SQUARE 1,NonResidential,8592900105,802 S DEARBORN ST,SEATTLE,WA,98134.0,47.59626,-122.3218,DOWNTOWN,2.0,1999,5,1,102796,90185,12611,,88.8,88.1,9129865.0,9057049.0,215.2,214.4,,Senior Living Community,55259.0,Medical Office,40091.0,K-12 School,3231.0,2098531,0,18969,Compliant,No Issue,7160188.0,1896861.0,138.8,1.5,POINT (-122.3218 47.59626),,700 OLIVE LP  % CLISE PROPERTIES,,,,,
178,293,2020,ACT THEATER,NonResidential,2141290000,700 UNION ST,SEATTLE,WA,98101.0,47.61103,-122.33238,DOWNTOWN,7.0,1914,7,1,166570,166570,0,,,24.2,,3114298.0,,64.3,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,109754.0,Other,12876.0,Office,6136.0,839512,0,2499,Compliant,No Issue,2864416.0,249882.0,28.5,0.2,POINT (-122.33238 47.61103),,UNDEFINED,,,,,
179,294,2020,YWCA Women's Residence,NonResidential,2301950000,1118 5TH AVE,SEATTLE,WA,98101.0,47.6079,-122.33266,DOWNTOWN,7.0,1913,9,1,107572,107572,0,72.0,51.9,50.8,5277000.0,5160610.0,98.2,96.8,Residence Hall/Dormitory,Residence Hall/Dormitory,63934.0,Office,27143.0,Retail Store,10568.0,666190,2887570,0,Compliant,No Issue,2273040.0,0.0,251.8,2.3,POINT (-122.33266 47.6079),,UNDEFINED,,,,,
180,295,2020,CENTURYLINK: 3RD AVE 3-D,NonResidential,2302700000,1122 3RD AVE,SEATTLE,WA,98101.0,47.60699,-122.33481,DOWNTOWN,7.0,1955,15,1,208328,208328,0,,293.0,294.0,59477384.0,59679700.0,820.4,823.2,Other,Other,203000.0,,,,,17491120,0,0,Compliant,No Issue,59679701.0,0.0,317.4,1.5,POINT (-122.33481 47.60699),,UNDEFINED,,,,,
187,314,2020,EDGEWATER INN,NonResidential,7666202317,2411 ALASKAN WAY,SEATTLE,WA,98121.0,47.61235,-122.3518,DOWNTOWN,7.0,1961,4,1,122309,122309,0,66.0,123.2,123.2,15070269.0,15070269.0,182.9,182.9,Hotel,Hotel,122309.0,,,,,1096655,0,113285,Compliant,No Issue,3741787.0,11328483.0,621.6,5.1,POINT (-122.3518 47.61235),,UNDEFINED,,,,,
188,315,2020,PORT OF SEATTLE  BELL HARBOR COMPLEX  & CONFERENCE - CAMPUS,Campus,7666202325,2201 ALASKAN WAY,SEATTLE,WA,98121.0,47.61137,-122.34947,DOWNTOWN,7.0,1995,3,3,217088,217088,0,,136.6,134.0,29647052.0,29096858.0,292.5,289.9,Mixed Use Property,Convention Center,96648.0,Transportation Terminal/Station,96647.0,Restaurant,22181.0,5421784,0,105977,Compliant,No Issue,18499127.0,10597732.0,661.2,3.0,POINT (-122.34947 47.61137),,UNDEFINED,,,,,
189,316,2020,SEATTLE WATERFRONT MARRIOTT,NonResidential,7666202345,2100 ALASKAN WAY,SEATTLE,WA,98121.0,47.61069,-122.34653,DOWNTOWN,7.0,2003,8,1,254273,215473,38800,84.0,64.8,64.8,16485019.0,16485019.0,127.4,127.4,Hotel,Hotel,254273.0,Parking,38757.0,,,2524758,0,78705,Compliant,No Issue,8614474.0,7870545.0,463.8,2.2,POINT (-122.34653 47.61069),,ASHFORD SEATTLE WATERFRONT L P,,,,,
190,317,2020,SEATTLE AQUARIUM,Nonresidential COS,7666202420,1421 ALASKAN WAY,SEATTLE,WA,98101.0,47.60729,-122.34211,DOWNTOWN,7.0,1980,2,1,53365,53365,0,,212.0,210.1,14712578.0,14581484.0,495.6,493.7,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,69400.0,,,,,3173503,0,37535,Compliant,No Issue,10827992.0,3753493.0,256.9,4.8,POINT (-122.34211 47.60729),,UNDEFINED,,,,,
191,318,2020,PIER 54,NonResidential,7666202495,1003 ALASKAN WAY,SEATTLE,WA,98104.0,47.6041,-122.33958,DOWNTOWN,7.0,1900,1,1,62900,62900,0,,97.7,97.7,6422708.0,6422708.0,181.0,181.0,Mixed Use Property,Restaurant,32494.0,Other,29793.0,Retail Store,3462.0,863965,0,34749,Compliant,No Issue,2947847.0,3474860.0,200.2,3.2,POINT (-122.33958 47.6041),,PIERS 55 & 56 LLC,,,,,
192,319,2020,DAILY JOURNAL BUILDING,NonResidential,7666202580,83 COLUMBIA ST,SEATTLE,WA,98104.0,47.60271,-122.33557,DOWNTOWN,7.0,1914,4,1,46620,46620,0,92.0,32.7,31.3,1309736.0,1250738.0,60.6,58.8,Office,Office,33000.0,Retail Store,7000.0,,,155803,719139,0,Compliant,No Issue,531598.0,0.0,62.5,1.3,POINT (-122.33557 47.60271),,UNDEFINED,,,,,
194,322,2020,KIRO-TV,NonResidential,0656000005,2807 3RD AVE,SEATTLE,WA,98121.0,47.61757,-122.35122,DOWNTOWN,7.0,1968,3,1,100734,74003,26731,23.0,122.6,122.6,9075041.0,9075041.0,343.4,343.4,Office,Office,74003.0,Parking,26731.0,,,2659742,0,0,Compliant,No Issue,9075040.0,0.0,48.3,0.7,POINT (-122.35122 47.61757),,ESSEX PORTFOLIO L P,,,,,
195,323,2020,GRANGE OFFICE PLAZA,NonResidential,0656000045,200 CEDAR ST,SEATTLE,WA,98121.0,47.61703,-122.35012,DOWNTOWN,7.0,1981,4,1,77662,59158,18504,67.0,67.8,66.8,4210818.0,4146751.0,162.0,160.9,Office,Office,62108.0,Parking,17570.0,,,944776,0,9232,Compliant,No Issue,3223575.0,923176.0,66.2,1.1,POINT (-122.35012 47.61703),,UNDEFINED,,,,,
196,324,2020,FOURTH & BATTERY BUILDING,NonResidential,0656000480,2401 4TH AVE,SEATTLE,WA,98121.0,47.61619,-122.34599,DOWNTOWN,7.0,1978,12,1,234000,212210,21790,51.0,65.3,64.5,13898500.0,13722842.0,176.0,174.3,Office,Office,179066.0,Laboratory,29952.0,Parking,18928.0,3796737,0,7684,Compliant,No Issue,12954467.0,768375.0,109.7,0.5,POINT (-122.34599 47.61619),Martin Selig Real Estate,SREH 2018 MANAGEMENT LLC,604 433 466,['MARTIN SELIG'],"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",SREH 2018 MANAGEMENT LLC,
197,325,2020,WESTLAKE MALL RETAIL PORTION,NonResidential,9301500000,400 PINE ST,SEATTLE,WA,98101.0,47.61192,-122.33717,DOWNTOWN,7.0,1989,4,1,111077,111077,0,,86.7,86.7,14419027.0,14419027.0,238.9,238.9,Enclosed Mall,Enclosed Mall,166313.0,,,,,4118216,0,3677,Compliant,No Issue,14051353.0,367673.0,94.2,0.8,POINT (-122.33717 47.61192),,UNDEFINED,,,,,
198,326,2020,WESTLAKE TOWER,NonResidential,9301500000,1601 5TH AVE,SEATTLE,WA,98101.0,47.61192,-122.33717,DOWNTOWN,7.0,1989,25,1,516342,389150,127192,91.0,44.2,44.2,17375758.0,17375758.0,123.9,123.9,Office,Office,392829.0,Parking,127192.0,,,5092543,0,0,Compliant,No Issue,17375757.0,0.0,92.4,0.2,POINT (-122.33717 47.61192),,UNDEFINED,,,,,
199,327,2020,NORDSTROM DOWNTOWN,NonResidential,0659000070,500 PINE ST,SEATTLE,WA,98101.0,47.61229,-122.33629,DOWNTOWN,7.0,1925,10,1,693450,693450,0,92.0,44.3,44.3,30721540.0,30721540.0,121.2,121.2,Retail Store,Retail Store,361107.0,Office,332343.0,,,8675980,0,11191,Compliant,No Issue,29602444.0,1119096.0,216.8,0.3,POINT (-122.33629 47.61229),Nordstrom Inc,NORDSTROM INC,178 071 138,"[""AMIE THUENER O'TOOLE"" 'ANN MUNSON STEINES' 'ANNE BRAMMAN' 'BRAD TILDEN'
 'BRIAN DEFOE' 'ERIK NORDSTROM' 'GLENDA MCNEAL' 'JAMES DONALD'
 'KENNETH WORZEL' 'KIRSTEN GREEN' 'MARK TRITTON' 'PETER NORDSTROM'
 'STACY BROWN-PHILPOT']","1617 6TH AVE, SEATTLE, WA, 98101-1707, UNITED STATES","NORDSTROM, INC.",CORPORATION SERVICE COMPANY
200,328,2020,CENTURYLINK: SEATTLE BELL PLAZA,NonResidential,0659000165,1600 7TH AVE,SEATTLE,WA,98101.0,47.61316,-122.3343,DOWNTOWN,7.0,1976,33,1,791396,791396,0,95.0,43.5,43.4,29220576.0,29197596.0,120.9,120.9,Office,Office,646533.0,Parking,77625.0,Lifestyle Center,17454.0,8475857,0,2780,Compliant,No Issue,28919624.0,277973.0,168.5,0.2,POINT (-122.3343 47.61316),,CSHV 1600 7TH AVENUE LLC,603 176 819,"['LASALLE INVESTMENT MANAGEMENT, INC.']","333 WEST WACKER DRIVE, SUITE 2300, CHICAGO, IL, 60606, UNITED STATES","CSHV 1600 7TH AVENUE, LLC",UNITED AGENT GROUP INC.
201,329,2020,1700 SEVENTH BUILDING,NonResidential,0659000235,1700 7TH AVE,SEATTLE,WA,98101.0,47.61399,-122.33523,DOWNTOWN,7.0,2000,23,1,747747,542671,205076,86.0,45.1,44.5,24912440.0,24562918.0,120.9,119.1,Office,Office,542461.0,Parking,219045.0,Restaurant,9337.0,6686287,0,17493,Compliant,No Issue,22813611.0,1749306.0,214.2,0.4,POINT (-122.33523 47.61399),,700 OLIVE LP  % CLISE PROPERTIES,,,,,
202,330,2020,LLOYD BUILDING,NonResidential,0659000350,603 STEWART ST,SEATTLE,WA,98101.0,47.61356,-122.33665,DOWNTOWN,7.0,1926,10,1,63409,55652,7757,78.0,75.9,71.9,3903228.0,3698059.0,122.9,118.1,Office,Office,45260.0,Retail Store,6187.0,,,298276,2680343,0,Compliant,No Issue,1017716.0,0.0,227.9,4.1,POINT (-122.33665 47.61356),,KR 6TH AVE LLC,604 535 085,"['NATIONAL SAFE HARBOR EXCHANGES, INC.']","12200 W OLYMPIC BLVD, SUITE 200 ATTN: LEGAL DEPARTMENT, LOS ANGELES, CA, 90064-1044, UNITED STATES","KR 6TH AVE, LLC",PARACORP INCORPORATED
203,331,2020,TOWER BLDG,NonResidential,0659000365,1809 7TH AVE,SEATTLE,WA,98101.0,47.61375,-122.33566,DOWNTOWN,7.0,1930,17,1,204790,174790,30000,95.0,36.4,35.5,6326106.0,6172385.0,81.9,81.0,Office,Office,142034.0,Other - Recreation,17070.0,Retail Store,14666.0,1271062,0,18355,Compliant,No Issue,4336864.0,1835521.0,120.5,0.7,POINT (-122.33566 47.61375),,TOWER BUILDING LLC,601 893 911,[' TOWER BUILDING SEVENTH AVENUE'],"1809 7TH AVE STE 300, SEATTLE, WA, 98101-1341, UNITED STATES",TOWER BUILDING LLC,
204,332,2020,TIMES SQUARE BUILDING (THE VANCE CORPORATION),NonResidential,0659000385,414 OLIVE WAY,SEATTLE,WA,98101.0,47.61256,-122.33808,DOWNTOWN,7.0,1916,5,1,73399,73399,0,80.0,38.6,37.8,2831066.0,2771554.0,108.0,105.7,Office,Office,54615.0,Retail Store,18784.0,,,812296,0,0,Compliant,No Issue,2771554.0,0.0,14.7,0.2,POINT (-122.33808 47.61256),The Vance Corp,TIMES SQUARE BUILDING LLC,601 893 912,"['TIMES SQUARE FIFTH AVENUE, INC']","1809 7TH AVE STE 300, SEATTLE, WA, 98101-1341, UNITED STATES",TIMES SQUARE BUILDING LLC,
205,333,2020,PLAZA 600 BUILDING,NonResidential,0659000555,600 STEWART ST,SEATTLE,WA,98101.0,47.61402,-122.33712,DOWNTOWN,7.0,1969,20,1,265851,233517,32334,77.0,78.9,76.4,17878246.0,17293324.0,146.3,143.2,Office,Office,226454.0,Parking,29214.0,,,2134777,10009464,0,Compliant,No Issue,7283859.0,0.0,869.6,3.7,POINT (-122.33712 47.61402),Urban Renaissance Group,BGO PLAZA 600 JV LLC,604 537 878,['BGO PLAZA 600 MEMBER LLC'],"1425 4TH AVE STE 200, C/O URG PLAZA 600 INVESTORS LLC,, SEATTLE, WA, 98101, UNITED STATES",BGO PLAZA 600 JV LLC,C T CORPORATION SYSTEM
206,334,2020,WEST 8TH,NonResidential,0659000750,2001 8TH AVE,SEATTLE,WA,98121.0,47.61578,-122.33726,DOWNTOWN,7.0,2009,25,1,758043,529375,228668,94.0,33.4,33.1,19471510.0,19281054.0,93.6,92.6,Office,Office,582725.0,Parking,191082.0,,,5650954,0,0,Compliant,No Issue,19281055.0,0.0,102.5,0.2,POINT (-122.33726 47.61578),,KILROY REALTY L P,,,,,
207,335,2020,DENNY BUILDING,NonResidential,0660000080,2200 6TH AVE,SEATTLE,WA,98121.0,47.61641,-122.34112,DOWNTOWN,7.0,1968,12,1,190642,190642,0,88.0,50.9,49.4,9692543.0,9411605.0,105.5,104.1,Office,Office,190437.0,Parking,48500.0,,,1559676,4089989,0,Compliant,No Issue,5321615.0,0.0,367.8,1.9,POINT (-122.34112 47.61641),,UNDEFINED,,,,,
208,336,2020,1918 EIGHTH AVE,NonResidential,0660000650,1918 8TH AVE,SEATTLE,WA,98101.0,47.61555,-122.33582,DOWNTOWN,7.0,2009,36,1,824887,669915,154972,80.0,47.9,47.9,35580592.0,35580592.0,133.5,133.5,Office,Office,743562.0,Parking,161119.0,,,10370170,0,1976,Compliant,No Issue,35383020.0,197568.0,198.6,0.3,POINT (-122.33582 47.61555),,HUDSON 1918 EIGHTH AVENUE LLC,604 678 268,"['HUDSON 1918 EIGHTH REIT, LLC']","11601 WILSHIRE BLVD., 9TH FLOOR, LOS ANGELES, CA, 90025, UNITED STATES","HUDSON 1918 EIGHTH AVENUE, LLC",C T CORPORATION SYSTEM
209,337,2020,1800 9TH AVENUE BUILDING,NonResidential,0660001135,1800 9TH AVE,SEATTLE,WA,98101.0,47.61516,-122.33303,DOWNTOWN,7.0,1990,16,1,480840,339240,141600,88.0,44.0,43.3,14934069.0,14687678.0,122.7,120.7,Office,Office,311736.0,Parking,123356.0,Fitness Center/Health Club/Gym,18239.0,4274586,0,1028,Compliant,No Issue,14584887.0,102791.0,83.0,0.2,POINT (-122.33303 47.61516),JP Morgan Asset Management,1800 NINTH ACQUISITION LLC,604 533 218,['SSPF REIT I LLC'],"383 MADISON AVE, NEW YORK, NY, 10017-3217, UNITED STATES",1800 NINTH ACQUISITION LLC,C T CORPORATION SYSTEM
210,338,2020,SEATTLE CHILDREN'S HOSPITAL  (JACK R MCDONALD BUILDING),NonResidential,0660001215,1900 9TH AVE,SEATTLE,WA,98101.0,47.61598,-122.33448,DOWNTOWN,7.0,2004,11,1,299070,230638,68432,,245.1,243.0,61284660.0,60760232.0,447.7,445.5,Other,Other,250000.0,Parking,49070.0,,,7967559,0,335749,Compliant,No Issue,27185311.0,33574922.0,1927.7,8.4,POINT (-122.33448 47.61598),,CHILDREN'S HOSPITAL & REGIONAL MEDICAL CENTER,,,,,
211,339,2020,BRODERICK BUILDING,NonResidential,0939000130,615 2ND AVE,SEATTLE,WA,98104.0,47.60266,-122.33332,DOWNTOWN,7.0,1900,7,1,89550,89550,0,93.0,31.5,31.2,2866942.0,2837278.0,80.2,79.9,Office,Office,79295.0,Retail Store,11630.0,,,706028,428310,0,Compliant,No Issue,2408968.0,0.0,48.4,0.5,POINT (-122.33332 47.60266),Brickman Fund,GO-BRICKMAN BRODERICK OWNER LLC,604 336 373,['GO-BRICKMAN BRODERICK MIKEN JV LLC'],"C/O BRICKMAN, ONCE GREENWICH OFFICE PARK,, BUILDING 1N, SUITE 175, GREENWICH, CT, 06831, UNITED STATES",GO-BRICKMAN BRODERICK OWNER LLC,C T CORPORATION SYSTEM
212,340,2020,PIONEER BUILDING,NonResidential,0939000150,600 1ST AVE,SEATTLE,WA,98104.0,47.60219,-122.33347,DOWNTOWN,7.0,1900,6,1,89355,89355,0,,,,,,,,Office,Office,78647.0,,,,,0,0,0,Not Compliant,Missing 2020 EUI or Electricity Data,0.0,0.0,0.0,0.0,POINT (-122.33347 47.60219),Expansive,PIONEER BUILDING LEVEL OFFICE LLC,603 532 620,['WILLIAM BENNETT'],"600 1ST AVE, SEATTLE, WA, 98104-2216, UNITED STATES",PIONEER BUILDING LEVEL OFFICE LLC,"REGISTERED AGENT SOLUTIONS, INC."
213,341,2020,DEXTER HORTON BUILDING,NonResidential,0939000260,710 2ND AVE,SEATTLE,WA,98104.0,47.6036,-122.33288,DOWNTOWN,7.0,1922,15,1,388934,388934,0,84.0,34.4,33.7,13381224.0,13098397.0,83.4,82.5,Office,Office,388966.0,,,,,3000530,2860589,0,Compliant,No Issue,10237808.0,0.0,291.9,0.8,POINT (-122.33288 47.6036),CIM Group,710 SECOND AVE (WA) OWNER LLC,604 363 275,['CIM SMA I-B INVESTMENTS LLC'],"4700 WILSHIRE BLVD, LOS ANGELES, CA, 90010-3853, UNITED STATES","710 SECOND AVE (WA) OWNER, LLC",PARACORP INCORPORATED
214,342,2020,EXCHANGE BUILDING,NonResidential,0939000335,821 2ND AVE,SEATTLE,WA,98104.0,47.60403,-122.33497,DOWNTOWN,7.0,1929,22,1,384302,384302,0,85.0,33.1,32.5,12174558.0,11968669.0,92.7,91.1,Office,Office,367709.0,,,,,3272100,0,0,Compliant,No Issue,11164405.0,0.0,59.4,0.2,POINT (-122.33497 47.60403),,BPP EXCHANGE BUILDING PROPERY OWNER LLC,,,,,
215,343,2020,NORTON BUILDING,NonResidential,0939000355,801 2ND AVE,SEATTLE,WA,98104.0,47.6037,-122.33447,DOWNTOWN,7.0,1958,17,1,378525,293925,84600,81.0,72.4,70.8,17887108.0,17498088.0,152.8,151.2,Office,Office,247161.0,Parking,83311.0,,,3180937,0,66447,Compliant,No Issue,10853357.0,6644731.0,410.6,1.4,POINT (-122.33447 47.6037),Hines,HINES NORTON SEATTLE LLC,604 816 375,['HUSPP PROPERTIES LP'],"845 TEXAS AVENUE SUITE 3300, HOUSTON, TX, 77002, UNITED STATES",HINES NORTON SEATTLE LLC,C T CORPORATION SYSTEM
216,345,2020,999 THIRD AVE,NonResidential,0939000435,999 3RD AVE,SEATTLE,WA,98104.0,47.60505,-122.33427,DOWNTOWN,7.0,1983,47,1,1323055,1323055,0,88.0,30.3,30.3,32985782.0,32985782.0,84.8,84.8,Office,Office,1088855.0,Parking,272682.0,,,9667580,0,0,Compliant,No Issue,32985783.0,0.0,175.4,0.1,POINT (-122.33427 47.60505),The Blackstone Group,BPP 999 THIRD AVENUE OWNER LLC,604 467 183,"['A.J. AGARWAL' 'ADAM LESLIE' 'AMY SMITH' 'ANDREA DRASITES' 'ANNA STOKES'
 'ANNIE WANG' 'ANTHONY BEOVICH' 'ANTHONY BEOVICH' 'ANTHONY F. MARONE, JR.'
 'ASIM HAMID' 'BPP 999 THIRD AVENUE PROPERTY OWNER LLC' 'BRENDAN MCINTEE'
 'BRENDAN MCINTEE' 'BRIAN KAUFMAN' 'BRIAN KIM' 'BRIAN LIN' 'BRIAN LIN'
 'BRITTON DERKAC' 'CHAO YAN' 'CHARLIE HOBEY' 'CHRIS GRAHAM'
 'DANIELLE SANDS' 'DAVID LEVINE' 'DAVID MOORE' 'DAVID O’NEILL'
 'DAVID ZACKOWITZ' 'DEONDRA CEPHUS' 'DOUG ARMER' 'ERIC LEANER' 'ERIC WU'
 'FRANK COHEN' 'FRANK R. CAMPBELL' 'GIOVANNI CUTAIA' 'GLEN BARTLEY'
 'IVY ISRAEL' 'JACOB WERNER' 'JOHN PRETE' 'JOSEPH ROCCO' 'JOSEPH VALANE'
 'JOSHUA CARSON' 'KAREN SPROGIS' 'KATHLEEN MCCARTHY' 'KENNETH A. CAPLAN'
 'LAKECIA STANFORD' 'LAUREN SOZIO' 'LEON VOLCHYOK' 'LESLIE ROBELLY'
 'LISA PICARD' 'MARC LENIHAN' 'MARIKAY KLANK' 'MARK HUDSPETH'
 'MARSHALL NEVINS' 'MELISSA PIANKO' 'MICHAEL ANTHONY' 'MICHAEL ANTHONY'
 'MICHAEL BERINGER' 'MICHAEL LASCHER' 'MICHAEL WIEBOLT' 'MIKE FORMAN'
 'MIKKI WARD' 'NADEEM MEGHJI' 'NICOLE GRIMALDI' 'NISSAN SHAH'
 'PAUL GORDON' 'PAUL KOLODZIEJ' 'PAUL QUINLAN' 'PHIL BATEMAN'
 'QAHIR MADHANY' 'RICHARD REYES' 'ROBERT HARPER' 'RON BERNSTEIN'
 'RYAN INGLE' 'SCOTT TREBILCO' 'SEAN MILLIGAN' 'SIMON WASSERBERGER'
 'SPENCER ROSE' ""T. MAX O'NEILL"" 'TOM JACK' 'TYLER HENRITZE'
 'WESLEY LEPATNER' 'WILLIAM J. STEIN']","233 S WACKER DR STE 4700, CHICAGO, IL, 60606-6374, UNITED STATES",BPP 999 THIRD AVENUE OWNER LLC,CORPORATION SERVICE COMPANY
217,346,2020,1000 2ND AVENUE BUILDING,NonResidential,0939000475,1000 2ND AVE,SEATTLE,WA,98104.0,47.60567,-122.33511,DOWNTOWN,7.0,1986,41,1,589921,460489,129432,87.0,34.8,34.8,17323962.0,17323962.0,97.6,97.6,Office,Office,486734.0,Parking,124992.0,Pre-school/Daycare,10476.0,5077363,0,0,Compliant,No Issue,17323963.0,0.0,92.1,0.2,POINT (-122.33511 47.60567),Martin Selig Real Estate,SELIG HOLDINGS COMPANY LLC,602 559 881,['MARTIN SELIG'],"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",SELIG HOLDINGS COMPANY L.L.C.,
218,348,2020,1101 SECOND AVE OFFICE BUILDING,NonResidential,0942000025,1101 2ND AVE,SEATTLE,WA,98101.0,47.60581,-122.33664,DOWNTOWN,7.0,1968,8,1,147672,87315,60357,85.0,45.7,45.7,3987396.0,3987396.0,127.9,127.9,Office,Office,87315.0,Parking,60357.0,,,1168639,0,0,Compliant,No Issue,3987396.0,0.0,21.2,0.2,POINT (-122.33664 47.60581),,US VI SENECA OFFICE LLC +NORTHWOOD INVESTORS LLC,,,,,
219,349,2020,2ND & SENECA BLDS,NonResidential,0942000030,1191 2ND AVE,SEATTLE,WA,98101.0,47.60614,-122.33674,DOWNTOWN,7.0,1991,29,1,635303,438072,197231,95.0,31.7,31.2,16571555.0,16298062.0,88.3,86.9,Office,Office,522667.0,Parking,194435.0,,,4738109,131634,0,Compliant,No Issue,16166428.0,0.0,96.9,0.2,POINT (-122.33674 47.60614),,US VI SENECA TOWER LLC +NORTHWOOD INVESTORS LLC,,,,,
220,350,2020,SECOND AND SPRING BUILDING,NonResidential,0942000045,1100 2ND AVE,SEATTLE,WA,98101.0,47.60642,-122.33581,DOWNTOWN,7.0,1958,6,1,172842,146922,25920,,133.0,132.4,19543500.0,19446564.0,351.5,350.8,Office,Office,107586.0,Data Center,39336.0,Parking,25920.0,5211438,0,16651,Compliant,No Issue,17781426.0,1665138.0,183.0,1.2,POINT (-122.33581 47.60642),Unico,SECOND & SPRING PROPERTY SEA LLC,604 299 552,['UNICO PROPERTIES LLC'],"1215 4TH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",SECOND AND SPRING PROPERTY (SEA) LLC,CORPORATION SERVICE COMPANY
221,351,2020,1111 3RD AVE BUILDING,NonResidential,0942000050,1111 3RD AVE,SEATTLE,WA,98101.0,47.60655,-122.33533,DOWNTOWN,7.0,1980,34,1,776762,614158,162604,78.0,45.9,45.3,26353048.0,25990210.0,127.7,126.0,Office,Office,574358.0,Parking,154947.0,,,7546484,0,2416,Compliant,No Issue,25748603.0,241608.0,149.8,0.2,POINT (-122.33533 47.60655),Unico,SPRING & 1111 THIRD PROPERTY SEA LLC,604 296 470,['UNICO PROPERTIES LLC'],"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",SPRING AND 1111 THIRD PROPERTY (SEA) LLC,CORPORATION SERVICE COMPANY
222,352,2020,ABRAHAM LINCOLN BUILDING,NonResidential,0942000140,1110 3RD AVE,SEATTLE,WA,98101.0,47.60671,-122.33456,DOWNTOWN,7.0,1972,14,1,186768,162993,23775,76.0,58.6,57.8,10706266.0,10560183.0,138.7,137.7,Office,Office,182540.0,Parking,33671.0,Data Center,240.0,2288464,2751945,0,Compliant,No Issue,7808239.0,0.0,270.0,1.7,POINT (-122.33456 47.60671),,WALLYSONS INC,601 338 627,['MICHEL PILON' 'SEAN MURRAY'],"711 CAPITOL WAY S STE 204, OLYMPIA, WA, 98501, UNITED STATES",WALLYSONS INC.,C T CORPORATION SYSTEM
223,353,2020,SAFECO PLAZA / 1001 FOURTH AVENUE,NonResidential,0942000300,1001 4TH AVE,SEATTLE,WA,98104.0,47.60615,-122.33388,DOWNTOWN,7.0,1969,49,1,1123435,754455,368980,80.0,46.2,45.0,41946076.0,40891260.0,120.2,117.6,Office,Office,895147.0,Parking,234689.0,Food Sales,12599.0,10690770,0,44144,Compliant,No Issue,36476907.0,4414357.0,428.4,0.6,POINT (-122.33388 47.60615),BXP ,SAFECO PLAZA LLC,604 780 283,['SAFECO PLAZA REIT LLC'],"800 BOYLSTON ST STE 1900, BOSTON, MA, 02199-8101, UNITED STATES",SAFECO PLAZA LLC,C T CORPORATION SYSTEM
224,354,2020,FOURTH & MADISON ( IDX TOWER),NonResidential,0942000345,925 4TH AVE,SEATTLE,WA,98104.0,47.60549,-122.33319,DOWNTOWN,7.0,2002,37,1,1052469,888049,164420,86.0,41.0,40.5,36505736.0,36103780.0,114.8,113.5,Office,Office,765824.0,Parking,185581.0,Financial Office,103478.0,10581410,0,0,Compliant,No Issue,36103771.0,0.0,192.0,0.2,POINT (-122.33319 47.60549),TIAA,T C 4 & MADISON LLC,603 282 482,['CLPF T-C 4TH AND MADISON LLC'],"730 3RD AVE, NEW YORK, NY, 10017-3206, UNITED STATES",T-C 4TH & MADISON LLC,CORPORATION SERVICE COMPANY
