Owner,BuildingsOwned,TotalGHGE,TotalGHGE_metric_tons,AverageEnergyStarScore,TotalNaturalGas_kBtu,TotalElectricity_kBtu,TotalSteamUse_kBtu
1201 TAB OWNER LLC,1,447.3,447.3,80.0,481174,44850876,2207404
101 STEWART STREET LLC,1,22.3,22.3,82.0,0,4190639,0
URG PARK PLACE LLC,1,100.1,100.1,68.0,0,18827494,0
MSI POLL LLC,1,58.5,58.5,76.0,889808,2107888,0
PIKE STREET INVESTORS LLC,1,482.8,482.8,74.0,5306439,32398298,345448
ONNI 1411 FOURTH DEVELOPMENT LP,1,44.7,44.7,91.0,0,8403115,0
BRICKMAN VANCE OWNER LLC,1,206.6,206.6,98.0,0,1386347,2400565
GO-BRICKMAN MIKEN OWNER LLC,1,9.2,9.2,92.0,0,1739212,0
JGB LLC,1,101.5,101.5,77.0,297014,3897483,782819
LBA REALTY LLC,1,42.6,42.6,83.0,115,4090435,251369
520 PIKE STREET INC,1,80.5,80.5,89.0,0,15142067,0
LCF DECATUR LLC,1,64.1,64.1,71.0,292434,5650408,223735
OSHEA BUILDING CO %MARTHA H KEARNS,1,17.2,17.2,74.0,0,3235856,0
LOGAN BUILDING LLC,1,195.6,195.6,91.0,0,2869544,2172577
FANA DOYLE LLC,1,59.4,59.4,76.0,0,978563,652960
INTER CO-OP USA NOT 7 ASSOCIATES PARTNERSHIP,1,13.8,13.8,86.0,134057,1263326,0
ALASKA TRADE BLDG LLC,1,9.6,9.6,,0,1796375,0
HUDSON 1099 STEWART STREET LLC,1,56.9,56.9,88.0,6727,10642601,0
OLIVE TOWER APARTMENTS L L C,1,73.0,73.0,95.0,1291753,834911,0
PIKE PLACE MARKET PRESERVATION,1,15.0,15.0,,0,2830015,0
ASSOCIATED CATHOLIC CEMETERIES,1,75.2,75.2,,0,1041284,839547
601 PINE STREET INVESTMENT GROUP INC,1,21.2,21.2,,0,3991474,0
VIRGINIA MASON RESEARCH CENTER,1,189.4,189.4,,0,12376245,1488820
1918 EIGHTH LLC,1,357.8,357.8,,137701,6448967,3809802
WASHINGTON STATE CONVENTION CENTER,1,1471.3,1471.3,,1251147,30223520,14987953
MDB LANDMARK LLC,1,0.0,0.0,,0,0,0
VIRGINIA MASON MEDICAL CENTER,1,1148.9,1148.9,2.0,10539720,21887209,5694684
SHI-III FIRST HILL LLC C/O MERRILL GARDENS LLC,1,145.7,145.7,8.0,2363107,3805165,0
BRADDOCK LORNE SCOTT,1,0.0,0.0,,0,0,0
1921 27 FIFTH AVENUE HOLDINGS LLC,1,0.0,0.0,,0,0,0
KLINE GALLAND CENTER,1,624.9,624.9,17.0,11085423,6791074,0
FIRST HILL/EIGHTH AVENUE LLC,1,1373.3,1373.3,85.0,1272685,18818364,14524050
AEW SBCO SEATTLE LLC,1,0.0,0.0,,0,0,0
TARGET CORPORATION,1,105.6,105.6,51.0,1375000,6134295,0
COLISEUM BUILDING LLC,1,7.6,7.6,69.0,0,1438285,0
BAYVIEW FARMS LLC,1,25.8,25.8,94.0,416492,700886,0
BARNES BROOKE A,1,1.6,1.6,49.0,0,296196,0
ROIC WASHINGTON LLC,1,27.4,27.4,65.0,312,5143706,0
E C B-HEALY LLC+GCH LLC,1,59.8,59.8,82.0,961498,1637505,0
NORDSTROM INC,1,216.8,216.8,92.0,1119096,29602444,0
ARRENDELL AMY+ARRENDELL REVOCABLE LIVING TRUST AMY +ET AL,1,16.5,16.5,,240718,697601,0
YUEN LUI STUDIO INC,1,5.4,5.4,15.0,0,1017687,0
GRIFFITH HAL E JR+JOAN,1,373.9,373.9,,6554759,4847452,0
TMT OLIVE LAB INC,1,38.8,38.8,,0,7292058,0
1301 6TH AVENUE (WA) OWNER LLC,1,183.1,183.1,62.0,2728144,7188879,0
BPP 1420 FIFTH AVE OWNER LLC,1,227.7,227.7,85.0,0,42821862,0
WALLYSONS INC,1,270.0,270.0,76.0,0,7808239,2751945
MRM-BEN LOMOND LLC,1,98.9,98.9,79.0,1808666,533051,0
BPP HOLLAND ONE LAKEFRONT LLC,1,227.8,227.8,98.0,3687459,6010740,0
VANCE HOTEL ASSOCIATES LIMITED PARTNERSHIP,1,129.6,129.6,97.0,887059,1177927,917724
SEATTLE HOST HOTEL COMPANY L L C,1,1043.2,1043.2,98.0,895500,25517379,10359896
8TH & PINE JOINT VENTURE,1,98.6,98.6,99.0,1661402,1940292,0
ASPEN FLOWER LLC+MAYFLOWER HOTEL OWNER LLC,1,169.1,169.1,92.0,632586,2734351,1457837
1550 ARMORY LLC,1,6.9,6.9,99.0,0,1300460,0
BROOK IV LLC,1,20.6,20.6,97.0,310191,770474,0
CHERRY ST LLC,1,61.2,61.2,69.0,1003144,1486636,0
19 W HARRISON LLC,1,50.2,50.2,100.0,812060,1329064,0
ACME WMR ORI LLC,1,28.7,28.7,99.0,460781,793730,0
SRMAHULVEGA LLC,1,26.5,26.5,98.0,440145,582559,0
GRANCORP LARSSON LLC,1,5.4,5.4,83.0,4359,973001,0
ROOSEVELT STATION I LLC +ROOSEVELT STATION II LLC,1,45.6,45.6,100.0,727943,1312352,0
DAIWA WILSHIRE SEATTLE I SPE LLC,1,23.4,23.4,,340664,990686,0
101 DENNY LLC,1,30.2,30.2,100.0,497220,715916,0
SPRING & 1111 THIRD PROPERTY SEA LLC,1,149.8,149.8,78.0,241608,25748603,0
LE MADISON LLC,1,42.6,42.6,97.0,757925,446115,0
1200 PIKE LLC,1,0.0,0.0,,0,0,0
AUGUSTA OWNER LLC,1,21.0,21.0,100.0,0,3951519,0
1701 DEXTER LLC,1,45.6,45.6,95.0,742167,1162798,0
EQR-SPRINGLINE LLC,1,126.8,126.8,88.0,2087282,2997482,0
CONAM HOLMAN 13 OWNER LLC,1,100.7,100.7,68.0,1682940,2124544,0
BEACON HILL VENTURES LLC,1,3.6,3.6,95.0,0,672731,0
NOVO ROOSEVELT LLC,1,43.4,43.4,100.0,708047,1098046,0
ARIMOCC LLC,1,3.8,3.8,,0,722513,0
ACADEMIA PLACE LLC,1,12.7,12.7,100.0,209780,294298,0
1823 MINOR WPT LLC +1823 MINOR MM LLC,1,543.3,543.3,83.0,9355679,8730220,0
MIDTOWN21 LLC,1,136.3,136.3,85.0,790106,17738278,0
BRE-BMR 34TH LLC,1,119.0,119.0,61.0,939119,12991439,0
WORLDMARK THE CLUB,1,139.0,139.0,79.0,2415042,2023043,0
RUNNING REBELS OWNER LLC,1,476.8,476.8,51.0,4139200,6389956,2686114
SUPERNOVA SEATTLE REALTY LLC,1,291.0,291.0,88.0,1299900,12014553,1903845
TODAYS HOTEL SEATTLE CORPORATION,1,195.1,195.1,98.0,2762324,9103895,0
SECOND & SPRING PROPERTY SEA LLC,1,183.0,183.0,,1665138,17781426,0
US VI SENECA TOWER LLC +NORTHWOOD INVESTORS LLC,1,96.9,96.9,95.0,0,16166428,131634
US VI SENECA OFFICE LLC +NORTHWOOD INVESTORS LLC,1,21.2,21.2,85.0,0,3987396,0
1800 NINTH ACQUISITION LLC,1,83.0,83.0,88.0,102791,14584887,0
HUDSON 1918 EIGHTH AVENUE LLC,1,198.6,198.6,80.0,197568,35383020,0
BGO PLAZA 600 JV LLC,1,869.6,869.6,77.0,0,7283859,10009464
TIMES SQUARE BUILDING LLC,1,14.7,14.7,80.0,0,2771554,0
TOWER BUILDING LLC,1,120.5,120.5,95.0,1835521,4336864,0
CSHV 1600 7TH AVENUE LLC,1,168.5,168.5,95.0,277973,28919624,0
GIBRALTAR TOWER LLC,1,10.1,10.1,,0,1904342,0
FIFTH & PINE LLC,1,36.2,36.2,77.0,0,6804419,0
1301 SECOND AVE LLC,1,997.6,997.6,,884053,22289102,10024828
CHILDREN'S HOSPITAL & REGIONAL MEDICAL CENTER,1,1927.7,1927.7,,33574922,27185311,0
HT-SEATTLE OWNER LLC,1,1620.7,1620.7,97.0,27548291,29641293,0
SEATTLE FUNDING CORP,1,306.2,306.2,96.0,5231728,5323235,0
DC SEATTLE 1 PROPERTY LLC,1,257.2,257.2,98.0,4450756,3920054,0
1821 BOREN AVENUE LLC,1,224.3,224.3,98.0,3896923,3267514,0
WIN FOREVER LLC +BUTCH T COUGAR LLC +ET AL,1,87.6,87.6,100.0,534487,226608,698924
1415 5TH AVENUE SEATTLE LLC,1,1024.5,1024.5,44.0,905623,12954470,10933061
MILNER VENTURES LLC,1,1061.2,1061.2,97.0,1078170,8436545,11553532
1915 SECOND AVENUE LLC,1,150.1,150.1,,2751122,758861,0
MARKET PLACE CENTER LTD,1,50.8,50.8,100.0,749614,2057324,0
ROOSEVELT HOTEL OWNER LLC,1,130.0,130.0,96.0,396956,2701116,1138537
101 PINE STREET LLC,1,0.0,0.0,,0,0,0
MOODY NATIONAL YALE-SEATTLE HOLDINGS LLC,1,185.2,185.2,89.0,3024378,4626512,0
AVIA SEA PIKE LLC,1,172.2,172.2,95.0,2769020,4721062,0
WIRELESS PROPCO LLC,1,252.8,252.8,69.0,646200,2137700,2495602
1942 WESTLAKE LP,1,573.1,573.1,73.0,9636886,11517076,0
MMP OLIVIAN OWNER LLC,1,289.5,289.5,30.0,4368885,10804780,0
TOWER 801 LLC +PACIFIC MULTIFAMILY INVESTORS LLC,1,124.4,124.4,16.0,1717865,6232694,0
MCCARTHY BRUNHILDE M,1,19.0,19.0,,308844,489353,0
RED LION APARTMENTS LLC,1,57.2,57.2,86.0,1047538,299486,0
MARWOOD LLC,1,20.5,20.5,,336368,495174,0
AVANTE APARTMENTS L L C,1,3.0,3.0,,0,569305,0
ROY VUE ASSOCIATES LLC,1,30.2,30.2,58.0,482713,857766,0
JOEY RAY ASSOCIATES LLC,1,31.0,31.0,99.0,547821,360740,0
CAPITOL HILL PARTNERS LLC,1,3.6,3.6,,0,667624,0
EASTHOM INVESTMENTS LLC,1,38.4,38.4,,663075,607018,0
LASALLE CORPORATION,1,70.0,70.0,94.0,1278633,396574,0
HALMAR ASSOCIATES LLC,1,75.1,75.1,57.0,1388277,261455,0
1800 EASTLAKE LLC,1,4.0,4.0,93.0,0,749891,0
210 E BLAINE LLC,1,5.4,5.4,97.0,0,1011474,0
FARIN BROTHERS PROPERTIES LLC,1,2.2,2.2,,0,421694,0
LYNNYALE ASSOCIATES LLC,1,20.2,20.2,100.0,364285,166333,0
HAWAIAN L L C THE,1,3.2,3.2,79.0,0,601992,0
T-C ASPIRA LLC,1,249.5,249.5,89.0,3797352,8993998,0
MALABAR ASSOCIATES LLC,1,4.2,4.2,67.0,0,795354,0
1005 INVESTORS LLC,1,110.3,110.3,36.0,2046862,299254,0
BELMONT+SUMMIT INC,1,3.0,3.0,95.0,0,568288,0
CX3 SUMMIT LLC,1,88.2,88.2,74.0,1604597,567019,0
SIR LANCELOT APARTMENTS L L C,1,20.2,20.2,82.0,329812,509545,0
LAKEVIEW APARTMNET MANAGEMENT LLC,1,51.8,51.8,77.0,951848,241250,0
MINOR TOWER LLC,1,5.4,5.4,51.0,0,1006857,0
EASTLAKE GARDENS LLC,1,6.7,6.7,,0,1256425,0
ROACH SHANNON,1,20.2,20.2,77.0,330073,497648,0
KILLARNEY APARTMENTS LLC,1,3.4,3.4,53.0,0,631175,0
SHELBY APARTMENTS LLC,1,39.9,39.9,96.0,709595,414121,0
ACME WMR REMI LLC,1,7.7,7.7,63.0,0,1439882,0
CCC LANCASTER LLC,1,3.4,3.4,82.0,0,640878,0
DAHLGREN DUMAR LLC,1,2.8,2.8,93.0,0,532528,0
600 BELLEVUE AVENUE E LLC,1,4.8,4.8,79.0,0,900080,0
DAKAR APARTMENTS LLC,1,3.4,3.4,,0,642130,0
QUINAULT APRTMENT ASSOCIATES LLC,1,114.5,114.5,56.0,2123175,325605,0
CAPITOL HILL TOD LLC,1,17.5,17.5,100.0,313943,150114,0
WEATHERFORD APARTMENTS LLC,1,5.1,5.1,92.0,0,954342,0
TEHAMA GATSBY LLC,1,42.3,42.3,97.0,669276,1274272,0
HC-HMG L L C,1,19.8,19.8,88.0,316510,554632,0
MIRONOV ILYA B,1,7.0,7.0,89.0,0,1311456,0
ILIAD PROPERTY CO LLC,1,3.1,3.1,88.0,0,581066,0
700 BROADWAY OWNER LLC,1,66.8,66.8,73.0,1086203,1705071,0
CX3 MULHOLLAND LLC,1,17.8,17.8,92.0,285550,503814,0
MERLO LLC,1,3.5,3.5,83.0,0,656872,0
ROYCROFT APARTMENTS LLC,1,4.3,4.3,86.0,0,804512,0
SILVIAN APARTMENTS LLC,1,4.0,4.0,59.0,0,752745,0
ELLENBERT APARTMENTS REAL ESTATE INVESTMENTS LLC,1,2.2,2.2,,0,413607,0
RGD FAMILY LLC,1,4.6,4.6,90.0,0,865068,0
SEALTH VISTA LLC,1,15.4,15.4,96.0,240121,493133,0
AHSANI CYRUS SAEID,1,15.9,15.9,96.0,262464,375304,0
ST ELMO III LLC+STONER JOHN E+ELIZABETH,1,18.6,18.6,100.0,327749,227244,0
HOLIDAY APARTMENTS LP,1,4.9,4.9,49.0,13399,783757,0
CHAPMAN LLC,1,76.3,76.3,93.0,1419171,182096,0
BASE SWANSONIA LLC,1,22.7,22.7,86.0,388352,383155,0
GILDOW L L C,1,4.2,4.2,79.0,0,782269,0
KP CASA NITA LLC,1,90.4,90.4,20.0,1683174,196121,0
HAMPTON COURT APARTMENTS LLC,1,34.9,34.9,82.0,591961,645985,0
TURNING POINT SOMERSET L L C,1,5.4,5.4,99.0,0,1012072,0
CLAESON MARIAM,1,18.8,18.8,72.0,304479,501209,0
VICEROY GLEN ARMS LLC,1,64.2,64.2,97.0,1176074,321972,0
M & S EHSAN INVESTMENTS LLC,1,6.2,6.2,68.0,0,1172568,0
CIRQUE APARTMENTS INVESTORS LLC,1,25.0,25.0,86.0,422457,478017,0
SIR GALAHAD APARTMENTS L L C,1,20.8,20.8,,344163,476585,0
ROUNDCLIFFE HOLDINGS LLC,1,4.6,4.6,68.0,0,863711,0
WASHINGTON REAL ESTATE HOLDINGS LLC,1,725.0,725.0,,12122388,15265308,0
POST ALLEY COURT APARTMENTS NW LLC,1,7.5,7.5,90.0,0,1419469,0
TUSCANY PARTNERS L L C+RON DANZ VICA LIMITED LIABILITY COMPANY+JENNIFER ANN LIMITED LIABILITY COMPANY,1,11.6,11.6,87.0,0,2185391,0
VESPER MINOR LLC,1,10.4,10.4,86.0,5508,1905557,0
STOCKBRIDGE LLC,1,44.4,44.4,96.0,733327,1023456,0
TEN-TWENTY UNIVERSITY L L C,1,146.5,146.5,47.0,2709814,491853,0
SOVEREIGN ASSOCIATES LLC C/O CITY CENTER REAL ESTATE,1,3.3,3.3,,0,612339,0
FIRST & STEWART ASSOCIATION,1,5.1,5.1,94.0,0,959630,0
SENECA APARTMENTS LLC,1,153.0,153.0,86.0,2829812,509228,0
EL CAPITAN APRTMENTS LLC,1,58.1,58.1,,1020129,736331,0
ARCHDIOCESAN HOUSING AUTHORITY C/O CATHOLIC HOUSING SERVICES OF WESTERN WASHINGTON,1,131.9,131.9,53.0,2331894,1520492,0
SMRE MARKETSIDE LLC,1,73.7,73.7,49.0,553036,650521,492230
TATE MASON HOUSE L L C,1,80.3,80.3,53.0,1326332,1855961,0
PILGRIM PARTNERS III LLC,1,57.8,57.8,,971824,1164967,0
GLEN HOTEL LIMITED PARTNRSHP,1,43.2,43.2,65.0,755389,584542,0
HUDGINS ENTERPRISES I LLC,1,46.5,46.5,97.0,847485,271893,0
PR 1430 SECOND LLC,1,563.8,563.8,83.0,9651900,9622594,0
ODGAARD PEDER R+ODGAARD FAMILY TRUST,1,188.8,188.8,90.0,2834783,7200507,0
M J  LEHMAN DESCENDANTS LLC,1,424.4,424.4,66.0,0,3614076,4881070
EQR-SECOND AND PINE LLC,1,370.4,370.4,82.0,5909476,10625664,0
HART PINE LLC,1,369.2,369.2,63.0,5878068,10730061,0
FIRST HILL EIGHTH AVENUE PROPCO LLC,1,197.0,197.0,99.0,3257640,4520555,0
VIKTORIA SEATTLE LLC,1,244.8,244.8,47.0,3840756,7667197,0
EXETER INVESTORS LLC+PORTOFINO DEVELOPMENT LLC,1,307.5,307.5,,335615,2305982,3342310
EQR-HARBOR STEPS LLC,1,892.3,892.3,71.0,13820264,29773129,0
LOWELL EMERSON ASSOCIATES LLC,1,8.5,8.5,,0,1601142,0
PANORAMA SEATTLE III LLC,1,535.4,535.4,95.0,9783628,2978148,0
SIXTH & PINE BUILDING LLC,1,27.4,27.4,89.0,292071,2229774,0
CAMBRIDGE LLLP,1,212.8,212.8,87.0,3828516,1786114,0
1201 SUMMIT LLC,1,96.7,96.7,89.0,1608652,2120565,0
1ST & PINE PROPERTY OWNER LLC,1,33.4,33.4,,534835,946834,0
COLUMBIA II BROADWAY MARKET LLC,1,67.7,67.7,,101937,11719169,0
PIKE PLACE MARKET PRESERVATION & DEVELOPMENT AUTHORITY,1,96.1,96.1,,1559844,2496129,0
POCOCK ROWING FOUNDATION,1,19.8,19.8,,334084,390749,0
SLU-199 BLAINE LLC,1,499.5,499.5,,8185093,12179741,0
ARE EASTLAKE AVENUE NO 3 LLC,1,1170.1,1170.1,,19114072,29139002,0
ANGELCREST PROPERTY L L C,1,0.0,0.0,,0,0,0
HACIENDA INVESTMENTS 2020 LLC,1,0.0,0.0,,0,0,0
ST. MARK'S PROPERTIES LLC,1,160.6,160.6,36.0,2973249,505768,0
SLU 1208 EASTLAKE LLC,1,303.0,303.0,,5704316,0,0
SLU 1201 EASTLAKE LLC,1,317.6,317.6,,5063965,9143321,0
ARE-SEATTLE NO 14 LLC,1,19.2,19.2,,0,3619388,0
ANNE CRIPPEN MICHELSON LLC,1,8.0,8.0,95.0,101229,501726,0
BARNARD FAMILY LIMITED PARTNERSHIP,1,11.4,11.4,50.0,0,2136383,0
2345 EASTLAKE L L C,1,7.5,7.5,86.0,0,1406974,0
AREIS GROUP LLC,1,7.4,7.4,84.0,0,1392264,0
WEST CRESCENT ADVISORS GALER LLC,1,28.1,28.1,93.0,474430,546113,0
BSOP1 LLC,1,54.1,54.1,60.0,762867,2552150,0
R D MERRILL AT FAIRVIEW LLC,1,13.4,13.4,29.0,0,2516158,0
BLAKE/EASTLAKE LLC,1,12.4,12.4,76.0,169617,629849,0
ARE SEATTLE NO 11 LLC,1,311.1,311.1,4.0,3881374,19746141,0
1426 FIRST AVENUE L L C,1,2.8,2.8,,0,531120,0
NORTH BLOCK SPRING STREET DEVELOPMENT LLC,1,37.2,37.2,,0,592760,409729
SCD 2U LLC,1,215.2,215.2,,423281,2613508,2154491
THC-SEATTLE INC,1,84.6,84.6,,855415,7365826,0
1915 3RD AVE LP,1,4.4,4.4,,0,835496,0
1 BOND TOWER LLC,1,3.0,3.0,,0,560003,0
JJ&G CAMLIN LLC,1,76.7,76.7,76.0,1298588,1445521,0
PINE & MINOR APARTMENTS LLC,1,63.7,63.7,96.0,1000515,1993360,0
TW FAIRMOUNT PARTNERS L P,1,4.2,4.2,64.0,0,797848,0
HARBORVIEW INVESTMENT LTD,1,113.1,113.1,80.0,2068940,607229,0
1000 MADISON LLC,1,89.8,89.8,,1645101,457077,0
SCU HOLDINGS LLC,1,22.9,22.9,83.0,0,4307810,0
1515 DEXTER LLC,1,4.1,4.1,95.0,0,762214,0
HP HOTEL LLC,1,158.3,158.3,,2521081,4590310,0
4 & 9 TWENTY-FIVE LLC,1,15.1,15.1,,215410,684773,0
CITY INVESTORS XXII LLC,1,13.0,13.0,,232025,129854,0
FRED HUTCHISON CANCER RESEARCH CENTER,1,336.5,336.5,,4355243,19789948,0
DOUBLEUP LLC,1,455.4,455.4,,7505291,10681594,0
NBINV AP2 LLC,1,42.4,42.4,,0,7974526,0
BMR WESTLAKE LLC,1,593.5,593.5,,9417397,17560759,0
SEATTLE CANCER CARE ALLIANCE,1,8.7,8.7,60.0,0,1628823,0
CHIN FAMILY LIMITED PARTNERSHI,1,0.0,0.0,,0,0,0
1255 WESTLAKE LLC,1,0.0,0.0,,0,0,0
MIRABELLA,1,1021.0,1021.0,65.0,17937086,12850036,0
ALPHA Z SEATTLE OFFICE 1 LLC,1,0.0,0.0,,0,0,0
CCP QUEEN ANNE 0462 LLC,1,73.3,73.3,97.0,1181824,1979464,0
CHINA SUN INC,1,183.2,183.2,,3242732,2071650,0
TEMPERATE PARADISE PROPERTIES LLC,1,125.3,125.3,16.0,2140595,2178328,0
1001 FAIRVIEW LLC,1,111.3,111.3,,1884210,2113541,0
CITY INVESTORS XII L L C,1,1707.6,1707.6,,28404272,37437965,0
KR 401 TERRY L L C,1,1005.3,1005.3,,16342505,25825309,0
URG 960 REUBLICAN LLC,1,284.7,284.7,,4619191,7399744,0
RECREATIONAL EQUIPMENT INC,1,118.4,118.4,,1697100,5320506,0
ARE SEATTLE NO 45 OWNER LLC,1,1126.5,1126.5,30.0,18824233,23834052,0
RF URBANSEA TIC LLC +URBAN UNION STAR LLC,1,65.3,65.3,92.0,279192,9483149,0
400 FAIRVIEW AVE LLC,1,293.0,293.0,89.0,4297384,12181154,0
BRE BMR 1101 WESTLAKE LLC,1,102.6,102.6,71.0,1048932,8826301,0
RF SIDNEYSEA TIC LLC +BRAZIL 7STAR LLC,1,125.5,125.5,91.0,1319979,10410394,0
USQ PHASE EIGHT LLC,1,148.1,148.1,91.0,1823426,9647771,0
CR DEXTER STATION LLC,1,121.8,121.8,89.0,720365,15708841,0
UNION INVESTMENT REAL ESTATE GMBH,1,164.9,164.9,88.0,1725861,13774623,0
WASHINGTON BUILDERS LLC,1,890.0,890.0,,13962033,27922068,0
GI TC SEATTLE LLC,1,709.0,709.0,,417207,129155774,0
SI XIX LLC,1,31.5,31.5,82.0,116,5923109,0
PONTE GADEA KIARA LLC,1,396.2,396.2,71.0,5984303,14747609,0
BUNGALOWS AT QUEEN ANNE LLC,1,0.0,0.0,,0,0,0
EDGECLIFF PARTNERS L L C,1,27.2,27.2,94.0,485019,274282,0
TIKI APARTMENT INVESTMENTS L L,1,2.9,2.9,95.0,0,541876,0
MONTANITA ASSOCIATES L L C,1,26.6,26.6,80.0,462570,383798,0
900 QUEEN ANNE LLC,1,58.5,58.5,91.0,1065801,357433,0
BLUEPRINT VAL ANNE LLC,1,4.2,4.2,95.0,0,798640,0
JENSEN BLOCK APARTMENTS LLC,1,28.0,28.0,,526313,14210,0
CITY PLACE IV L L C,1,26.2,26.2,95.0,456110,376769,0
CARLTON-ALLENTOWN LLC+QUEEN G LLC,1,15.6,15.6,77.0,235279,580984,0
HENDRIX 419 LLC,1,81.0,81.0,,1484481,408533,0
CASA MILANO LLC,1,2.5,2.5,91.0,0,477172,0
UBER BRIAN D JR,1,55.4,55.4,81.0,1017018,269065,0
2145 DEXTER AVE N LLC,1,3.1,3.1,74.0,0,573812,0
MGRE 105 MERCER LLC,1,0.0,0.0,,0,0,0
KUMA INVESTMENTS LLC,1,39.7,39.7,91.0,730126,177637,0
ROLLINS MATTHEW,1,21.7,21.7,89.0,356091,520903,0
419 QUEEN ANNE AVENUE LLC,1,11.3,11.3,94.0,178879,343130,0
BALACLAVA HOLDINGS INC,1,21.5,21.5,84.0,0,4050331,0
SEDRA LLC +TDES 34791 LLC,1,3.8,3.8,86.0,0,712024,0
GALER CREST APARTMENTS LLC,1,66.4,66.4,,1216687,339282,0
GREENWICH APTS LLC,1,78.9,78.9,86.0,1454676,309644,0
PARK CSH LLC,1,31.5,31.5,71.0,537990,544639,0
RAR2 QUEEN ANNE-EDEN HILL QRS L L C C/O RREEF AMERICA L L C,1,74.4,74.4,46.0,1206682,1937786,0
RAR2 QUEEN ANNE-SWEETBRIER QRS L L C C/O RREEF AMERICA L L C,1,28.9,28.9,96.0,423333,1203288,0
CSH QUEEN ANNE LLC,1,75.5,75.5,69.0,1141719,2802859,0
CAROCOURT L L C,1,51.4,51.4,99.0,902889,642714,0
1145 REPUBLICAN ST WA OWNER LLC,1,225.3,225.3,48.0,3381012,8592607,0
1725 WESTLAKE INVESTMENTS LLC,1,22.4,22.4,51.0,305615,1169049,0
UNION BAY INVESTORS,1,3.9,3.9,75.0,0,740443,0
NORTHROP GLENN A,1,16.4,16.4,,253112,562814,0
LAN FAMILY LLC,1,26.3,26.3,39.0,407666,868924,0
THE MAXWELL PINEAPPLE LLC,1,98.7,98.7,86.0,1566447,2913017,0
WH CY SEATTLE HOTEL LLC,1,22.6,22.6,100.0,0,4258869,0
LAKE UNION SILVER CLOUD INN L,1,148.9,148.9,94.0,2514736,2894612,0
PFHC-700 5TH AVE LLC,1,55.9,55.9,100.0,793967,2586671,0
425 QUEEN ANNE LLC,1,93.1,93.1,96.0,1564578,1880658,0
APPLE NINE SEATTLE FEE OWNER INC,1,434.2,434.2,87.0,7417559,7571382,0
PFHC-601 ROY LLC,1,33.9,33.9,100.0,514021,1233903,0
SEQUIM LODGING CORPORATION,1,27.2,27.2,100.0,352899,1590458,0
RAINIER HOSPITALITY LLC,1,134.0,134.0,95.0,2167461,3543236,0
BURKHEIMER FAMILY L L C,1,46.6,46.6,,802619,746682,0
5901 FOURTH LLC,1,11.3,11.3,,0,2127342,0
6600 URSULA SO L L C C/O LOREN MAJERES,1,70.9,70.9,,1289091,466329,0
MVI 7TH AVENUE LLC,1,2.0,2.0,88.0,0,371283,0
DAE II L L C,1,12.3,12.3,1.0,0,2317021,0
224 WAN LLC,1,10.5,10.5,64.0,0,1977861,0
BOYER TOWING INC,1,1.6,1.6,84.0,0,298380,0
CUSHMAN DEBRA,1,43.0,43.0,40.0,770696,380304,0
CEDAR HEIGHTS PTNSHP LLP,1,48.0,48.0,59.0,869942,332387,0
FISHER FAMILY HOLDINGS LLC,1,1.2,1.2,,0,217546,0
HIRAO OTANI ENTERPRISES LLC,1,21.4,21.4,26.0,328873,731035,0
ESTATE OF REX C OTT +REX C,1,21.2,21.2,,356832,428518,0
650 SIW QOZB LLC,1,23.0,23.0,,379578,530327,0
GEORGETOWN PROFESSIONAL CENTER LLC,1,22.7,22.7,67.0,371649,556145,0
REAM FAMILY LIMITED PARTNERSHIP,1,3.6,3.6,21.0,0,683421,0
SCHARHON FAMILY LLC,1,12.8,12.8,90.0,218646,228534,0
JAC 9243 10TH AVENUE S LLC,1,109.4,109.4,8.0,2035568,247335,0
PNP PROPERTIES LLC,1,65.5,65.5,54.0,1210219,235824,0
ROBERT & SHIRLEY WILSON FAMILY L L C THE,1,32.1,32.1,65.0,567086,377890,0
JAYGEES HOLDINGS LTD,1,41.7,41.7,62.0,651112,1344043,0
KOLL LAKE UNION ASSOC L P,1,4524.1,4524.1,,79160244,60154140,0
TILDEN INVESTMENTS LLC,1,70.9,70.9,,1263457,720756,0
MOHAI LEASING LLC,1,238.6,238.6,,4174799,3172864,0
202 WESTLAKE OFFICE LLC,1,54.6,54.6,85.0,385602,6414608,0
WESTLAKE PROPERTY HOLDINGS LLC,1,8.7,8.7,86.0,0,1637312,0
FRED HUTCHINSON CANCER RES CTR,1,61.6,61.6,1.0,619096,5402486,0
MAGNOLIA PROPERTIES L L C,1,52.1,52.1,58.0,912372,682298,0
THE SALVATION ARMY,1,7.2,7.2,98.0,0,1362885,0
LMS SHIP CANAL TRAIL LLC +SHIP CANAL TRAIL SPE LLC,1,13.2,13.2,,0,2485555,0
DWF V WEST LAKE LLC,1,95.1,95.1,75.0,644832,11437546,0
UB PROPERTY L L C,1,15.1,15.1,98.0,0,2845792,0
SIC LAKE UNION BUILDING LLC +SIC LAKE UNION BUILDING II LLC,1,27.6,27.6,77.0,0,5183749,0
ASSOCIATED GENERAL CONTRACTORS,1,292.1,292.1,72.0,4981279,5177983,0
BLUME YALE LIMITED PARTNERSHIP,1,25.9,25.9,96.0,0,4875673,0
PEMCO MUTUAL INSURANCE COMPANY,1,30.7,30.7,77.0,209343,3682872,0
BLUME ROY BUILDING LLC,1,18.2,18.2,82.0,0,3422932,0
