,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OSEBuildingID,BuildingName,BuildingType,Type_of_Bulding,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,Total_sqft,percent_sqft_1st,percent_sqft_2nd,percent_sqft_3rd,LargestPropertyUseType,LargestPropertyUseType OSE,LargestPropertyUseTypeGFA,LargestPropertyUseTypeGFA Analysis,SecondLargestPropertyUseType,SecondLargestPropertyUseType OSE,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA Analysis,ThirdLargestPropertyUseType,ThirdLargestPropertyUseType OSE,ThirdLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA Analysis,Electricity(kBtu),Steam(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,Total_GFA,sq_ft_classification
730,730,730,730,19770,ALKI SHORES CONDOMINIUM,Multifamily LR (1-4),Multifamily,22128,22128,0,22128,1.0,0.0,0.0,Worship Facility,Worship Facility,22128,22128,,,0,0,,,0,0,107670,0,461147,25.2,1.1,22128,E
731,731,731,731,19773,ALLEN PLACE CONDOMINIUM,Multifamily LR (1-4),Multifamily,26880,26880,0,26880,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26880,26880,,,0,0,,,0,0,979529,0,300793,22.0,0.8,26880,E
732,732,732,732,19774,OFFICE DEPOT & CARPET LIQUIDATOR,NonResidential,NonResidential,23098,23098,0,23098,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23098,23098,,,0,0,,,0,0,459253,0,0,2.8,0.1,23098,E
733,733,733,733,19776,AMAZON DISTRIBUTION CENTER,NonResidential,NonResidential,48139,48139,0,40000,1.0,0.0,0.0,Retail Store,Retail Store,40000,40000,,,0,0,,,0,0,447513,0,625361,36.0,0.7,40000,D
734,734,734,734,19777,LINDEN SQUARE,Multifamily MR (5-9),Multifamily,29924,29924,0,33989,1.0,0.0,0.0,Distribution Center,Non-Refrigerated Warehouse,33989,33989,Parking,,0,0,,,0,0,1580711,0,0,9.7,0.3,33989,D
736,736,736,736,19781,AMESBURY COURT APTS -  BLDG C,Multifamily LR (1-4),Multifamily,21633,21633,0,21633,1.0,0.0,0.0,Automobile Dealership,Retail Store,21633,21633,,,0,0,,,0,0,1684467,0,1909457,111.8,5.2,21633,E
737,737,737,737,19783,ALPINE VILLA CONDOMINIUM,Multifamily MR (5-9),Multifamily,43228,43228,0,40999,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,40999,40999,Parking,,12664,0,,,0,0,1160117,0,0,7.2,0.2,53663,D
738,738,738,738,19787,LUTHERAN CHURCH/TILDEN SCHOOL,NonResidential,NonResidential,23231,23231,0,23235,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23235,23235,,,0,0,,,0,0,531833,0,0,3.3,0.1,23235,E
739,739,739,739,19788,ALTERRA CONDOMINIUM  PH 1 & 2,Multifamily MR (5-9),Multifamily,21364,21364,0,21364,0.72,0.28,0.0,Worship Facility,Worship Facility,15364,15364,K-12 School,K-12 School,6000,6000,,,0,0,143044,0,928137,50.2,2.3,21364,E
741,741,741,741,19790,AMBASSADOR CONDO,Multifamily MR (5-9),Multifamily,39251,39251,0,33720,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,33720,33720,,,0,0,,,0,0,986190,0,41442,8.3,0.2,33720,D
742,742,742,742,19792,ANDERSON PLACE CONDOMINIUM,Multifamily MR (5-9),Multifamily,44715,44715,0,44715,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,44715,44715,,,0,0,,,0,0,1340463,0,521807,36.0,0.8,44715,D
743,743,743,743,19793,UNION BAY APTS,Multifamily MR (5-9),Multifamily,21715,21715,0,21715,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21715,21715,Parking,,4290,0,,,0,0,443730,0,142411,10.3,0.5,26005,E
747,747,747,747,19799,ANNARON,Multifamily LR (1-4),Multifamily,20798,20798,0,20820,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20820,20820,,,0,0,,,0,0,624987,0,0,3.9,0.2,20820,E
748,748,748,748,19801,APEX BELLTOWN CONDOMINIUM,NonResidential,NonResidential,20296,19542,754,19542,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,19542,19542,Parking,,754,0,,,0,0,542918,0,0,3.3,0.2,20296,F
749,749,749,749,19805,ARAVITA CONDOMINIUM,Multifamily LR (1-4),Multifamily,30700,30700,0,30700,0.62,0.38,0.0,Other,Other,19034,19034,Multifamily Housing,Multifamily Housing,11666,11666,,,0,0,351815,0,968804,53.6,1.7,30700,D
750,750,750,750,19808,ARCADIAN COURT CONDOMINIUM,Multifamily MR (5-9),Multifamily,31537,31537,0,28954,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,28954,28954,Parking,,10000,0,,,0,0,841534,0,0,5.2,0.2,38954,E
751,751,751,751,19824,ART STABLE CONDOMINIUM,Multifamily MR (5-9),Multifamily,48744,48744,0,48744,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,48744,48744,,,0,0,,,0,0,1548860,0,0,9.5,0.2,48744,D
752,752,752,752,19826,ASHBURY CONDOMINIUM,Multifamily LR (1-4),Multifamily,23931,23931,0,22088,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22088,22088,Parking,,3983,0,,,0,0,274600,0,259262,15.5,0.6,26071,E
753,753,753,753,20815,OFFICE-SPRAG,NonResidential,NonResidential,39966,39966,0,30494,1.0,0.0,0.0,Other - Lodging/Residential,Hotel,30494,30494,,,0,0,,,0,0,0,0,0,0.0,0.0,30494,D
754,754,754,754,19830,ATHENA CONDOMINIUM,Multifamily MR (5-9),Multifamily,21183,21183,0,0,0.0,0.0,0.0,,,0,0,,,0,0,,,0,0,0,0,0,0.0,0.0,0,F
757,757,757,757,19833,Cornish (Virginia-Terry),NonResidential,NonResidential,40948,32170,8778,32170,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,32170,32170,Parking,,8778,0,,,0,0,794907,0,0,4.9,0.2,40948,D
758,758,758,758,19835,TERRY AVENUE HOUSING,Multifamily MR (5-9),Multifamily,28923,28923,0,28800,1.0,0.0,0.0,College/University,College/University,28800,28800,,,0,0,,,0,0,194638,0,286532,16.4,0.6,28800,E
760,760,760,760,19839,EMBASSY APARTMENTS,Multifamily LR (1-4),Multifamily,21600,21600,0,21600,1.0,0.0,0.0,College/University,College/University,21600,21600,,,0,0,,,0,0,187664,0,0,1.2,0.1,21600,E
761,761,761,761,19841,VILLA APTS,Multifamily MR (5-9),Multifamily,21712,21712,0,21712,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21712,21712,,,0,0,,,0,0,232023,0,1140954,62.0,2.9,21712,E
762,762,762,762,19845,OFFICE DEPOT,NonResidential,NonResidential,53232,46413,6819,47395,0.83,0.17,0.0,Multifamily Housing,Multifamily Housing,39530,39530,Retail Store,Retail Store,7865,7865,Parking,,4385,0,1211470,0,661103,42.6,0.9,51780,D
763,763,763,763,19846,BLAKELEY MANOR,Multifamily LR (1-4),Multifamily,25735,25735,0,25691,1.0,0.0,0.0,Retail Store,Retail Store,25691,25691,,,0,0,,,0,0,522725,0,388000,23.8,0.9,25691,E
765,765,765,765,19848,UNIVERSITY VILLAGE EAST BLDG S,NonResidential,NonResidential,25862,25862,0,25862,0.99,0.01,0.0,Retail Store,Retail Store,25562,25562,Other,Other,300,300,,,0,0,2013394,0,3971989,223.4,8.6,25862,E
766,766,766,766,19849,BOREALIS THE CONDOMINIUM,Multifamily LR (1-4),Multifamily,49965,49965,0,49965,0.95,0.05,0.0,Retail Store,Retail Store,47465,47465,Other,Other,2500,2500,,,0,0,3318971,0,102352,25.9,0.5,49965,D
768,768,768,768,19852,CORONA LOFTS,Multifamily MR (5-9),Multifamily,23338,23338,0,31636,0.92,0.08,0.0,Multifamily Housing,Multifamily Housing,29100,29100,Food Service,Restaurant,2536,2536,,,0,0,743895,0,1552451,87.0,3.7,31636,D
769,769,769,769,19853,HARTFORD BUILDING,NonResidential,NonResidential,39594,39594,0,39594,0.86,0.14,0.0,Multifamily Housing,Multifamily Housing,34137,34137,Retail Store,Retail Store,5457,5457,,,0,0,587799,255259,262301,17.6,0.4,39594,D
770,770,770,770,19854,LOWMAN BUILDING,Multifamily HR (10+),Multifamily,20028,20028,0,20028,1.0,0.0,0.0,Office,Office,20028,20028,,,0,0,,,0,0,360970,1155553,0,15.8,0.8,20028,E
772,772,772,772,19857,110 CHERRY BUILDING,NonResidential,NonResidential,23563,23563,0,23563,0.86,0.14,0.0,Office,Office,20183,20183,Restaurant,Restaurant,3380,3380,,,0,0,792284,0,0,4.9,0.2,23563,E
773,773,773,773,19858,MARION 823,NonResidential,NonResidential,28600,28600,0,26000,0.46,0.42,0.12,Office,Office,12000,12000,Retail Store,Retail Store,11000,11000,Restaurant,Restaurant,3000,3000,1038506,0,344206,24.7,0.9,26000,E
774,774,774,774,19860,MARION 814 BUILDING,NonResidential,NonResidential,38539,26160,12379,26160,0.59,0.0,0.41,Retail Store,Retail Store,15549,15549,Parking,,12379,0,Office,Office,10611,10611,2044013,0,0,12.6,0.5,38539,E
775,775,775,775,19861,MARION BUILDING 804,NonResidential,NonResidential,26840,26840,0,29040,1.0,0.0,0.0,Office,Office,29040,29040,,,0,0,,,0,0,1764334,0,0,10.9,0.4,29040,E
776,776,776,776,19862,SEATTLE METROPOLITAN CREDIT UNION,NonResidential,NonResidential,46800,46800,0,46800,0.77,0.23,0.0,Retail Store,Retail Store,36019,36019,Office,Office,10781,10781,,,0,0,489933,0,0,3.0,0.1,46800,D
777,777,777,777,19864,COMPTON BUILDING,NonResidential,NonResidential,63990,37350,26640,39000,1.0,0.0,0.0,Office,Office,39000,39000,Parking,,26640,0,,,0,0,1237686,0,824,7.7,0.2,65640,D
778,778,778,778,19865,ENDLESS KNOT/DOROTHY DAY HOUSE APTS,Multifamily LR (1-4),Multifamily,28800,28800,0,34000,0.64,0.18,0.18,Office,Office,21600,21600,Manufacturing/Industrial Plant,Other,6200,6200,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,6200,6200,930166,0,651677,40.3,1.4,34000,D
779,779,779,779,19870,BAKHITA GARDENS,Multifamily MR (5-9),Multifamily,23015,23015,0,23015,0.83,0.17,0.0,Multifamily Housing,Multifamily Housing,19132,19132,Retail Store,Retail Store,3883,3883,,,0,0,907035,0,0,5.6,0.2,23015,E
780,780,780,780,19871,GRANGE OFFICE PLAZA,NonResidential,NonResidential,36676,36676,0,36676,0.73,0.27,0.0,Multifamily Housing,Multifamily Housing,26925,26925,Office,Office,9751,9751,,,0,0,1323210,0,862573,54.0,1.5,36676,D
781,781,781,781,19873,RITE AID STORE #5218_2603 THIRD AV,NonResidential,NonResidential,33552,28584,4968,26556,1.0,0.0,0.0,Office,Office,26556,26556,Parking,,4968,0,,,0,0,401210,0,730167,41.3,1.4,31524,E
782,782,782,782,19874,TRIANON BUILDING,NonResidential,NonResidential,26270,26270,0,26270,1.0,0.0,0.0,Retail Store,Retail Store,26270,26270,,,0,0,,,0,0,1006328,0,485734,32.0,1.2,26270,E
783,783,783,783,19875,LEXINGTON CONCORD APTS,Multifamily LR (1-4),Multifamily,57620,49800,7820,49800,1.0,0.0,0.0,Office,Office,49800,49800,Parking,,7820,0,,,0,0,2381612,0,0,14.7,0.3,57620,D
784,784,784,784,19876,U.S. BANK,NonResidential,NonResidential,33440,33440,0,33440,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,33440,33440,,,0,0,,,0,0,495582,0,2932520,158.8,4.7,33440,D
785,785,785,785,19881,THE VERMONT INN,Multifamily MR (5-9),Multifamily,28696,22616,6080,20720,0.63,0.37,0.0,Other,Other,12960,12960,Bank Branch,Retail Store,7760,7760,Parking,,6080,0,0,0,0,0.0,0.0,26800,E
790,790,790,790,19890,AUSTIN A BELL CONDOMINIUM,Multifamily MR (5-9),Multifamily,21284,21284,0,21284,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21284,21284,,,0,0,,,0,0,379153,0,511525,29.5,1.4,21284,E
791,791,791,791,19892,SHERMAN CLAY,NonResidential,NonResidential,48786,48786,0,37367,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,37367,37367,Parking,,16670,0,,,0,0,973995,0,182349,15.7,0.3,54037,D
792,792,792,792,19893,STEWART COURT,Multifamily MR (5-9),Multifamily,27000,27000,0,27000,0.6,0.2,0.2,Office,Office,16200,16200,Other,Other,5400,5400,Restaurant,Restaurant,5400,5400,2358946,0,1023334,68.9,2.6,27000,E
793,793,793,793,19894,BANK OF AMERICA,NonResidential,NonResidential,98222,60476,37746,44367,0.85,0.15,0.0,Multifamily Housing,Multifamily Housing,37924,37924,Other,Other,6443,6443,,,0,0,1194228,0,811205,50.4,0.8,44367,D
794,794,794,794,19895,CENTENNIAL BUILDING,NonResidential,NonResidential,31890,31890,0,31160,1.0,0.0,0.0,Financial Office,Office,31160,31160,,,0,0,,,0,0,1883567,799003,0,11.6,0.4,31160,D
795,795,795,795,19899,METROPOLITAN TOWER,Multifamily HR (10+),Multifamily,44098,30438,13660,30438,0.57,0.0,0.43,Retail Store,Retail Store,17478,17478,Parking,,13660,0,Office,Office,12960,12960,1465807,0,0,51.5,1.7,44098,D
797,797,797,797,19902,SEMKKANN LLC,NonResidential,NonResidential,49249,49249,0,47749,0.85,0.15,0.0,Laboratory,Laboratory,40584,40584,Office,Office,7165,7165,,,0,0,9383979,0,27122066,1498.3,30.4,47749,D
798,798,798,798,19903,VERSAILLES APARTMENTS,Multifamily MR (5-9),Multifamily,24825,23562,1263,24379,0.57,0.43,0.0,Retail Store,Retail Store,13940,13940,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,10439,10439,,,0,0,189451,0,208928,12.3,0.5,24379,E
799,799,799,799,19904,PLYMOUTH PLACE,Multifamily MR (5-9),Multifamily,41030,25129,15901,25129,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25129,25129,Parking,,15901,0,,,0,0,679118,0,562661,34.1,1.4,41030,E
800,800,800,800,19905,CENTERVIEW APTS,Multifamily LR (1-4),Multifamily,41359,41359,0,40302,0.92,0.04,0.04,Multifamily Housing,Multifamily Housing,37224,37224,Retail Store,Retail Store,1600,1600,Fast Food Restaurant,Restaurant,1478,1478,1135947,0,1945560,110.3,2.7,40302,D
801,801,801,801,19906,TWENTY NINE HUNDRED ON FIRST,Multifamily MR (5-9),Multifamily,21095,21095,0,21095,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21095,21095,,,0,0,,,0,0,399141,0,369144,22.1,1.0,21095,E
803,803,803,803,20984,BUILDING R,NonResidential,NonResidential,23989,18162,5827,23989,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23989,23989,,,0,0,,,0,0,593836,0,0,3.7,0.2,23989,E
804,804,804,804,19909,Arriv<e9> | Sound Hotel,Multifamily HR (10+),Multifamily,28304,28304,0,27187,1.0,0.0,0.0,Office,Office,27187,27187,,,0,0,,,0,0,1174640,0,0,7.2,0.3,27187,E
806,806,806,806,19911,LEE COURT,Multifamily MR (5-9),Multifamily,26670,26670,0,0,0.0,0.0,0.0,,,0,0,,,0,0,,,0,0,0,0,0,0.0,0.0,0,F
807,807,807,807,19913,CHARLESGATE APTS,Multifamily LR (1-4),Multifamily,41834,31054,10780,31054,0.96,0.0,0.04,Multifamily Housing,Multifamily Housing,29948,29948,Parking,,10780,0,Office,Office,1106,1106,975076,0,0,6.0,0.2,41834,D
808,808,808,808,19915,WINDHAM APTS,Multifamily MR (5-9),Multifamily,34060,34060,0,34060,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,34060,34060,,,0,0,,,0,0,337761,0,1583458,86.2,2.5,34060,D
809,809,809,809,19917,FIRE STATION 02,Nonresidential COS,NonResidential,37300,37300,0,29700,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,29700,29700,,,0,0,,,0,0,1340578,0,562000,38.1,1.0,29700,E
810,810,810,810,19918,FOUNTAIN COURT,Multifamily MR (5-9),Multifamily,37740,37740,0,38939,1.0,0.0,0.0,Fire Station,Fire/Police Station,38939,38939,,,0,0,,,0,0,1538928,0,1776024,103.8,2.8,38939,D
813,813,813,813,19921,STONECLIFF APTS,Multifamily LR (1-4),Multifamily,44736,40636,4100,40636,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,40636,40636,Parking,,4504,0,,,0,0,589059,0,1973599,108.4,2.7,45140,D
814,814,814,814,19922,BAYVIEW TOWER,Multifamily HR (10+),Multifamily,22400,22400,0,22400,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22400,22400,,,0,0,,,0,0,785578,0,0,4.8,0.2,22400,E
816,816,816,816,19924,THE DAVENPORT,Multifamily LR (1-4),Multifamily,21840,21840,0,21840,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21840,21840,Parking,,1280,0,,,0,0,655309,0,376735,24.0,1.1,23120,E
817,817,817,817,19925,SKYE AT BELLTOWN,Multifamily HR (10+),Multifamily,33880,27993,5887,25734,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25734,25734,Parking,,5887,0,,,0,0,308176,0,1755808,95.2,3.4,31621,E
819,819,819,819,19927,BEST WESTERN LOYAL INN,NonResidential,NonResidential,23752,23752,0,23752,0.6,0.4,0.0,Office,Office,14317,14317,Retail Store,Retail Store,9435,9435,Parking,,0,0,745734,0,727865,43.3,1.8,23752,E
821,821,821,821,19931,BELLTOWN COURT CONDOMINIUM,Multifamily MR (5-9),Multifamily,34080,34080,0,41580,0.57,0.43,0.0,Multifamily Housing,Multifamily Housing,23580,23580,Other,Other,18000,18000,,,0,0,1084581,0,347921,25.2,0.7,41580,D
824,824,824,824,19936,BELMONT PLACE CONDOMINIUM,Multifamily LR (1-4),Multifamily,31702,31702,0,26418,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26418,26418,Parking,,14280,0,,,0,0,908087,0,0,5.6,0.2,40698,E
825,825,825,825,19946,"BERING, THE CONDOMINIUM",Multifamily LR (1-4),Multifamily,29765,29765,0,29765,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,29765,29765,,,0,0,,,0,0,287560,0,1368494,74.5,2.5,29765,E
826,826,826,826,19947,CARKEEK PARK PLACE APARTMENTS,Multifamily LR (1-4),Multifamily,27182,27182,0,27182,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,27182,27182,Parking,,3200,0,,,0,0,257034,0,1801676,97.3,3.6,30382,E
828,828,828,828,19956,QUEEN ANNE MANOR,Multifamily LR (1-4),Multifamily,22374,22374,0,22374,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22374,22374,,,0,0,,,0,0,487289,0,0,3.0,0.1,22374,E
830,830,830,830,19969,VILLA FLORA,Multifamily LR (1-4),Multifamily,35805,35805,0,35805,1.0,0.0,0.0,K-12 School,K-12 School,35805,35805,,,0,0,,,0,0,226317,0,489718,27.4,0.8,35805,D
831,831,831,831,19976,CAL-MORE CIRCLE APTS,Multifamily MR (5-9),Multifamily,56473,42561,13912,35209,0.75,0.25,0.0,Multifamily Housing,Multifamily Housing,26407,26407,Retail Store,Retail Store,8802,8802,,,0,0,1293503,0,0,8.0,0.2,35209,D
833,833,833,833,19988,GREENWOOD NORTH APTS,Multifamily LR (1-4),Multifamily,45348,45348,0,45348,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,45348,45348,Parking,,4717,0,,,0,0,1330387,0,0,8.2,0.2,50065,D
834,834,834,834,19990,BITTER LAKE VILLAGE CONDOMINIUM,Multifamily MR (5-9),Multifamily,31317,31317,0,25788,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25788,25788,,,0,0,,,0,0,922966,0,0,5.7,0.2,25788,E
836,836,836,836,19992,BITTERLAKE VISTA CONDOMINIUM,Multifamily LR (1-4),Multifamily,26744,26744,0,26744,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26744,26744,,,0,0,,,0,0,664368,0,0,4.1,0.2,26744,E
837,837,837,837,20000,EMMANUEL BIBLE CHURCH,NonResidential,NonResidential,30060,30060,0,30070,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,30070,30070,Parking,,2600,0,,,0,0,763149,0,0,4.7,0.2,32670,D
838,838,838,838,20004,BLAKELEY COMMONS OWNERS ASSOCIATION,Multifamily MR (5-9),Multifamily,45991,45991,0,45991,1.0,0.0,0.0,Worship Facility,Worship Facility,45991,45991,,,0,0,,,0,0,468954,0,924438,52.0,1.1,45991,D
840,840,840,840,20007,WESTWOOD COURT APTS,Multifamily LR (1-4),Multifamily,23794,23794,0,23794,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23794,23794,,,0,0,,,0,0,571051,0,0,3.5,0.1,23794,E
841,841,841,841,20009,BLUE HERON CONDOMINIUM,Multifamily LR (1-4),Multifamily,48996,48996,0,48996,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,48996,48996,,,0,0,,,0,0,1601323,0,0,9.9,0.2,48996,D
842,842,842,842,20011,WESTWOOD PARK VILLA BUILDING 2,Multifamily LR (1-4),Multifamily,37090,37090,0,35106,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,35106,35106,,,0,0,,,0,0,984624,0,63331,9.4,0.3,35106,D
843,843,843,843,20013,BOLERO CONDOMINIUM,Multifamily MR (5-9),Multifamily,23533,23533,0,23533,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23533,23533,,,0,0,,,0,0,1029832,0,198372,16.9,0.7,23533,E
844,844,844,844,20017,EMERALD SHORES,Multifamily LR (1-4),Multifamily,52020,50098,1922,45000,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,45000,45000,,,0,0,,,0,0,1457275,0,529381,37.1,0.7,45000,D
845,845,845,845,20021,THE CENTURY HOUSE,Multifamily LR (1-4),Multifamily,32612,32612,0,32612,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,32612,32612,,,0,0,,,0,0,804046,0,0,5.0,0.2,32612,D
849,849,849,849,20033,LISA LI BLDG,NonResidential,NonResidential,21499,21499,0,21499,1.0,0.0,0.0,Residence Hall/Dormitory,Residence Hall/Dormitory,21499,21499,,,0,0,,,0,0,489795,0,0,3.0,0.1,21499,E
850,850,850,850,20037,BAYVIEW APTS,Multifamily LR (1-4),Multifamily,20384,20384,0,25021,1.0,0.0,0.0,Office,Office,25021,25021,,,0,0,,,0,0,1582374,0,66640,13.3,0.7,25021,E
851,851,851,851,20045,2746 NE 45TH ST - QFC,NonResidential,NonResidential,21528,21528,0,21528,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21528,21528,,,0,0,,,0,0,658278,0,0,4.1,0.2,21528,E
853,853,853,853,20048,UNIVERSITY VILLAGE SHOPPING CENTER NW BLDG,NonResidential,NonResidential,39265,39265,0,39635,0.47,0.3,0.23,Retail Store,Retail Store,18580,18580,Restaurant,Restaurant,11777,11777,Office,Office,9278,9278,4057045,0,4518613,265.0,6.7,39635,D
855,855,855,855,20052,UNIVERSITY VILLAGE SHOPPING CENTER WEST BLDG,NonResidential,NonResidential,23409,23409,0,23409,0.94,0.06,0.0,Retail Store,Retail Store,21909,21909,Other,Other,1500,1500,,,0,0,2260592,0,344296,32.2,1.4,23409,E
858,858,858,858,20067,FARE START,NonResidential,NonResidential,26157,26157,0,26157,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26157,26157,,,0,0,,,0,0,366677,0,0,2.3,0.1,26157,E
859,859,859,859,21103,THE PALLADIAN HOTEL,NonResidential,NonResidential,33600,33600,0,33600,0.57,0.43,0.0,Restaurant,Restaurant,19200,19200,Office,Office,14400,14400,,,0,0,3036968,0,1592906,103.3,3.1,33600,D
861,861,861,861,20069,LARNED APTS,Multifamily LR (1-4),Multifamily,39201,39201,0,23850,0.92,0.08,0.0,Multifamily Housing,Multifamily Housing,22050,22050,Retail Store,Retail Store,1800,1800,,,0,0,1197161,0,472673,32.5,0.8,23850,E
862,862,862,862,20071,THE VIRGINIAN APTS,Multifamily LR (1-4),Multifamily,23568,23568,0,23568,0.77,0.23,0.0,Multifamily Housing,Multifamily Housing,18222,18222,Retail Store,Retail Store,5346,5346,,,0,0,611285,0,397510,24.9,1.1,23568,E
863,863,863,863,20072,SHERIDAN APTS,Multifamily MR (5-9),Multifamily,21130,21130,0,21130,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21130,21130,,,0,0,,,0,0,154406,1452447,1334375,71.8,3.4,21130,E
864,864,864,864,20073,GRIFFIN BUILDING,NonResidential,NonResidential,36880,36880,0,36880,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,36880,36880,,,0,0,,,0,0,505481,827116,176538,89.7,2.4,36880,D
865,865,865,865,20082,LA QUINTA INN & SUITES,NonResidential,NonResidential,32356,32356,0,32356,0.8,0.2,0.0,Financial Office,Office,25876,25876,Bank Branch,Retail Store,6480,6480,,,0,0,858103,0,0,49.3,1.5,32356,D
867,867,867,867,20093,THE OLIVIAN,Multifamily HR (10+),Multifamily,43506,32256,11250,32569,1.0,0.0,0.0,Office,Office,32569,32569,Parking,,0,0,,,0,0,1732818,0,1510349,90.9,2.8,32569,D
872,872,872,872,20120,SEATTLE HOUSING AUTHORITY,Multifamily LR (1-4),Multifamily,28033,28033,0,27923,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,27923,27923,,,0,0,,,0,0,372991,0,396394,23.4,0.8,27923,E
873,873,873,873,20130,GREEN LAKE UNITED METHODIST,NonResidential,NonResidential,39816,39816,0,39816,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,39816,39816,,,0,0,,,0,0,1322118,0,0,8.2,0.2,39816,D
874,874,874,874,20132,SEVENTH DAY ADVENTIST CHURCH,NonResidential,NonResidential,23931,23931,0,23931,1.0,0.0,0.0,Worship Facility,Worship Facility,23931,23931,,,0,0,,,0,0,0,0,288663,15.3,0.6,23931,E
875,875,875,875,20133,BUSH HOTEL 2 CONDOMINIUM,Multifamily MR (5-9),Multifamily,21393,21393,0,21393,1.0,0.0,0.0,Worship Facility,Worship Facility,21393,21393,,,0,0,,,0,0,253779,0,765766,42.2,2.0,21393,E
878,878,878,878,20141,WALDEN BUILDING,NonResidential,NonResidential,20400,20400,0,20448,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20448,20448,Parking,,0,0,,,0,0,826292,0,0,5.1,0.2,20448,E
879,879,879,879,20145,CABRINI SENIOR HOUSING,NonResidential,NonResidential,47560,47560,0,47560,0.87,0.13,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,41560,41560,Office,Office,6000,6000,,,0,0,742444,0,1129724,64.6,1.4,47560,D
881,881,881,881,20153,CAMBRIDGE COURT CONDOMINIUM,Multifamily LR (1-4),Multifamily,28296,28296,0,28296,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,28296,28296,Parking,,0,0,,,0,0,767762,0,0,4.7,0.2,28296,E
882,882,882,882,20160,SIGMA KAPPA CORP,NonResidential,NonResidential,41664,41664,0,41644,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,41644,41644,,,0,0,,,0,0,973376,0,0,6.0,0.1,41644,D
883,883,883,883,20162,GETHSEMANE APARTMENTS,Multifamily MR (5-9),Multifamily,20960,20960,0,20960,1.0,0.0,0.0,Residence Hall/Dormitory,Residence Hall/Dormitory,20960,20960,,,0,0,,,0,0,307170,0,1268448,69.3,3.3,20960,E
