OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,Owner,CouncilDistrictCode,Neighborhood,Units,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions (metric tons),ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity,GHGEmissionsIntensity(kgCO2e/ft2),NaturalGas(kBtu),NaturalGas(therms),Electricity(kBtu),Electricity(kWh),SteamUse(kBtu),OtherFuelUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus,Comments,DefaultData,LegislationPropertyType,CorrectCouncil
86,2467400430,2020,NonResidential,SCCA - ALLIANCE HOUSE,SEATTLE CITY OF,1,LAKE UNION,NOT_FOUND,2008,207 PONTIUS AVE N,SEATTLE,WA,98109,47.61988,-122.33211,,,Hotel,53.8,99,,41,41.5,2628300,2600290,91.8,92.3,,0.8,,835913,8359,1764377,517109,0,,84103,63371,20732,1,6,Hotel,63371,Parking,20732,,,,No Issue,Compliant,,,Hotel,
87,2518400005,2020,SPS-District K-12,ARBOR HEIGHTS ELEMENTARY SCHOOL (SPS-DISTRICT),SEATTLE CITY OF,1,SOUTHWEST,NOT_FOUND,2016,3701 SW 104TH ST,SEATTLE,WA,98146,47.5097,-122.37759,,,K-12 School,61.8,98,,24.6,25.8,2316838,2216724,34.9,36.6,,0.8,,1046055,10461,1170669,343103,0,,78972,78972,0,1,3,K-12 School,89973,,,,,,No Issue,Compliant,,,K-12 School,
89,1978201270,2020,NonResidential,POLYCLINIC MEDICAL OFFICE (NORTH & SOUTH),POLYCLINIC MSO PLLC,1,EAST,NOT_FOUND,1965,1200 HARVARD AVE,SEATTLE,WA,98122,47.61244,-122.3214,,,Medical Office,487.5,57,,99.8,99.9,17892218,17867710,199.2,198.6,,2.7,,8212732,82127,9654977,2829712,0,,329489,179014,150475,2,3,Medical Office,179014,Parking,150475,,,,No Issue,Compliant,,,Other,
95,1979200270,2020,NonResidential,SORRENTO HOTEL,THE SORRENTO HOTEL PARTNERSHIP,1,EAST,76,1908,900 MADISON ST,SEATTLE,WA,98104,47.60898,-122.32693,,,Hotel,104.2,98,,47.8,47.8,3662811,3662811,93.3,93.3,,1.4,,1773010,17730,1889801,553869,0,,76631,76631,0,1,7,Hotel,76631,,,,,,No Issue,Compliant,,,Hotel,
96,1979200290,2020,NonResidential,PUGET SOUND BLOOD CENTER,PUGET SOUND BLOOD CENTER & PROGRAM,1,EAST,NOT_FOUND,1983,921 TERRY AVE,SEATTLE,WA,98104,47.60845,-122.32637,,,Medical Office,447.3,45,,142.3,143,13842886,13774797,319.1,318.7,,4.6,,0,0,8960096,2626054,4814700,,121099,96783,24316,1,6,Medical Office,96783,Parking,24316,Office,17020,,No Issue,Compliant,,,Other,
100,1983200325,2020,NonResidential,CITY PLACE III (Obidos/Rufus),ACORN DEVELOPMENT LLC,1,LAKE UNION,NOT_FOUND,2010,551 BOREN AVE N,SEATTLE,WA,98109,47.62424,-122.33646,,,Unclassified,0,,,,,,,,,,0,,0,0,0,0,0,,438093,287367,150726,2,5,,,,,,,,Contact the Help Desk,Not Compliant,,,Other,
102,1984200065,2020,NonResidential,MARRIOTT RESIDENCE INN,APPLE NINE SEATTLE FEE OWNER INC,1,LAKE UNION,234,1990,800 FAIRVIEW AVE N,SEATTLE,WA,98109,47.62642,-122.33325,,,Hotel,434.2,87,,62.8,64,15275659,14988940,121.4,122.7,,1.8,,7417559,74176,7571382,2219045,0,,282863,238097,44766,1,7,Hotel,238793,Parking,51537,,,,No Issue,Compliant,,,Hotel,
104,1985200003,2020,Nonresidential COS,BAGLEY WRIGHT THEATER - SEATTLE CENTER,SEATTLE CITY OF,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1962,305 HARRISON ST,SEATTLE,WA,98109,47.62141,-122.35086,,,Other,165.1,,,62.7,64.7,4208469,4075428,130.1,132.6,,2.5,,0,0,2225628,652294,1846580,,65127,65127,0,1,1,Other,65000,,,,,,No Issue,Compliant,,,Other,
106,1985200305,2020,Nonresidential COS,ARMORY - SEATTLE CENTER,,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1938,305 HARRISON ST,SEATTLE,WA,98109,47.62141,-122.35086,,,Other,457.4,,,29.1,30.7,8556615,8107932,50.9,52.9,,1.2,,0,0,2775912,813573,5332020,,396085,396085,0,1,5,Other,278500,,,,,,No Issue,Compliant,,,Other,
107,1986200410,2020,NonResidential,CITY PLACE IV (Ruby/Dawson),ACORN DEVELOPMENT LLC,7,LAKE UNION,NOT_FOUND,2010,301 BOREN AVE N,SEATTLE,WA,98109,47.62112,-122.33629,,,Unclassified,0,,,,,,,,,,0,,0,0,0,0,0,,571329,571329,0,1,12,,,,,,,,Contact the Help Desk,Not Compliant,,,Other,
110,1988200440,2020,Nonresidential COS,EXHIBITION HALL - SEATTLE CENTER,,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1962,301 MERCER ST,SEATTLE,WA,98109,47.62395,-122.35143,,,Social/Meeting Hall,272.3,,,96.4,96.4,5297496,5297496,176.8,176.8,,5.2,,0,0,2103906,616620,3146160,,52000,52000,0,1,2,Social/Meeting Hall,54981,,,,,,No Issue,Compliant,,,Entertainment/Public Assembly,
112,1988200700,2020,Nonresidential COS,MCCAW HALL - SEATTLE CENTER,US WEST COMMUNICATIONS INC,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1928,225 MERCER ST,SEATTLE,WA,98109,47.62395,-122.35143,,,Performing Arts,446.6,,,46.9,48,14215891,13878707,100.4,102.9,,1.7,,236288,2363,8293589,2430712,4697160,,262048,262048,0,1,2,Performing Arts,296000,,,,,,No Issue,Compliant,,,Entertainment/Public Assembly,
113,1988200705,2020,NonResidential,KCTS 9,,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1986,401 MERCER ST,SEATTLE,WA,98109,47.62391,-122.34837,,,Other,18.2,,,61.4,61.4,3417493,3417493,172,172,,0.3,,0,0,3417493,1001610,0,,66240,63888,2352,1,2,Other,55632,Parking,0,Distribution Center,4551,,No Issue,Compliant,,,Other,
114,1988201155,2020,NonResidential,BILL & MELINDA GATES FOUNDATION,BILL & MELINDA GATES FOUNDATION,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,2010,500 5TH AVE N,SEATTLE,WA,98109,47.62419,-122.34443,,,Office,925.6,87,,50.9,51.9,38171516,37423532,106.3,107.4,,1.5,,15202434,152024,22221097,6512631,0,,920598,616891,303707,1,6,Office,729584,Parking,185014,Other,6000,,No Issue,Compliant,,,Office,
115,1989200850,2020,NonResidential,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,QA PARTNERS LLC,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1970,221 1ST AVE W,SEATTLE,WA,98119,47.62053,-122.35842,,,Office,57.2,76,,55.8,57.3,2920254,2844186,126.1,127.6,,1.1,,880620,8806,1963566,575488,0,,76213,50283,25930,1,4,Office,48546,Parking,21454,Other,2406,,No Issue,Compliant,,,Office,
116,1989201125,2020,NonResidential,THE MEDITERRANEAN INN,425 QUEEN ANNE LLC,1,MAGNOLIA / QUEEN ANNE,180,2002,425 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62291,-122.35708,,,Hotel,93.1,96,,42.2,42.2,3445236,3445236,84.7,84.7,,1.1,,1564578,15646,1880658,551189,0,,127200,81560,45640,1,6,Hotel,79696,Parking,45640,Other - Restaurant/Bar,1864,,No Issue,Compliant,,,Hotel,
117,1142001871,2020,NonResidential,UNIVERSITY INN,DREAM LEGACY PRU SPE LLC,1,NORTHEAST,102,1962,4140 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.65772,-122.31756,,,Hotel,96.3,84,,51.1,51.1,3116731,3116731,95.3,95.3,,1.6,,1667164,16672,1449567,424844,0,,71403,60953,10450,2,4,Hotel,52953,Restaurant,8000,Parking,0,,No Issue,Compliant,,,Hotel,
118,1324039116,2020,SPS-District K-12,PATHFINDER/COOPER SCHOOL (SPS-DISTRICT),SEATTLE SCHOOL DISTRICT NO 1,1,DELRIDGE NEIGHBORHOODS,NOT_FOUND,1999,1901 SW GENESEE ST,SEATTLE,WA,98106,47.5636,-122.358,,,K-12 School,48.1,87,,27.9,28.9,2181365,2099048,60,61.8,,0.6,,773897,7739,1325151,388379,0,,75364,75364,0,1,3,K-12 School,75364,,,,,,No Issue,Compliant,,,K-12 School,
119,1336800825,2020,NonResidential,ST JOSEPH K-8 SCHOOL,,1,EAST,NOT_FOUND,1923,700 18TH AVE E,SEATTLE,WA,98112,47.62548,-122.30828,,,K-12 School,48.6,79,,25.4,26.4,1791003,1718670,49.7,50.8,,0.7,,825952,8260,892718,261641,0,,67743,67743,0,1,3,K-12 School,67743,,,,,,No Issue,Compliant,,,K-12 School,
120,1338800660,2020,NonResidential,HOLY NAMES ACADEMY,HOLY NAMES ACADEMY,1,EAST,NOT_FOUND,1908,728 21ST AVE E,SEATTLE,WA,98112,47.62644,-122.30429,,,K-12 School,231.6,79,,44,46.2,6798954,6473608,74.1,76.4,,1.4,,4125871,41259,2347737,688082,0,,168239,161514,6725,1,6,K-12 School,147252,Parking,0,,,,No Issue,Compliant,,,K-12 School,
121,1498303116,2020,NonResidential,THE 2100 BUILDING,2100 BUILDING LLC,1,SOUTHEAST,NOT_FOUND,2003,2100 24TH AVE S,SEATTLE,WA,98144,47.58408,-122.30125,,,Office,23.5,29,,69.4,71.4,4549440,4421422,194.4,200,,0.4,,0,0,4421423,1295845,0,,99433,63681,35752,1,3,Office,63681,Parking,35752,,,,No Issue,Compliant,,,Office,
122,1524049002,2020,SPS-District K-12,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),,1,SOUTHEAST,NOT_FOUND,1991,3301 S HORTON ST,SEATTLE,WA,98144,47.57324,-122.29058,,,K-12 School,10,53,,32.1,33,1934485,1879626,89.8,92.4,,0.2,,0,0,1879626,550887,0,,60725,60725,0,1,2,K-12 School,58602,,,,,,No Issue,Compliant,,,K-12 School,
125,1624049214,2020,SPS-District K-12,MERCER MIDDLE (SPS-DISTRICT),,1,GREATER DUWAMISH,NOT_FOUND,1957,1600 S COLUMBIAN WAY,SEATTLE,WA,98108,47.56413,-122.31208,,,K-12 School,306.6,65,,50.1,53.2,7598980,7153594,71.3,75.1,,2.3,,5619827,56198,1533767,449521,0,,130862,130862,0,1,1,K-12 School,142925,,,,,,No Issue,Compliant,,,K-12 School,
127,1704900242,2020,SPS-District K-12,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),,2,SOUTHEAST,NOT_FOUND,1989,5215 46TH AVE S,SEATTLE,WA,98118,47.55478,-122.27596,,,K-12 School,16.9,81,,23.6,24.4,1460260,1414591,60.3,62,,0.3,,196670,1967,1217921,356952,0,,59955,59955,0,1,3,K-12 School,59955,,,,,,No Issue,Compliant,,,K-12 School,
130,1794501220,2020,SPS-District K-12,MCCLURE MIDDLE (SPS-DISTRICT),,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1964,1915 1ST AVE W,SEATTLE,WA,98119,47.63683,-122.35896,,,K-12 School,94,85,,28.9,30.4,2831527,2695586,49.7,51.2,,1,,1667231,16672,1028356,301394,0,,93218,93218,0,1,2,K-12 School,93218,,,,,,No Issue,Compliant,,,K-12 School,
131,1797500625,2020,NonResidential,CENTURYLINK: LAKEVIEW MAIN,,1,NORTHEAST,NOT_FOUND,1941,1208 NE 64TH ST,SEATTLE,WA,98115,47.67524,-122.31534,,,Other,24.5,,,94,94,4606176,4606176,263.2,263.2,,0.4,,0,0,4606176,1349993,0,,56521,56521,0,1,4,Other,49000,,,,,,No Issue,Compliant,,,Other,
132,1797500715,2020,NonResidential,ROOSEVELT SQUARE,ROOSEVELT SQUARE REGENCY LLC,1,NORTHEAST,NOT_FOUND,1929,6417 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.67559,-122.31769,,,Supermarket/Grocery Store,145.2,94,,104.7,105.1,13604979,13552214,272.6,273,,1.1,,1530179,15302,12022035,3523457,0,,228385,128315,100070,1,2,Supermarket/Grocery Store,129387,Parking,0,,,,No Issue,Compliant,,,Supermarket/Grocery Store,
136,1926049012,2020,NonResidential,HOLIDAY INN EXPRESS - SEATTLE NORTH,KING COUNTY,1,NORTHWEST,102,2001,14115 AURORA AVE N,SEATTLE,WA,98133,47.73141,-122.3458,,,Hotel,79.2,98,,49.6,49.6,2547662,2547662,92,92,,1.5,,1373278,13733,1174384,344192,0,,51390,51390,0,1,4,Hotel,51390,Parking,0,,,,No Issue,Compliant,,,Hotel,
137,1926049025,2020,SPS-District K-12,BROADVIEW THOMSON K-8 (SPS-DISTRICT),,1,NORTHWEST,NOT_FOUND,1963,13052 GREENWOOD AVE N,SEATTLE,WA,98133,47.72463,-122.35315,,,K-12 School,194.5,91,,36.6,37.1,4921205,4858658,56,56.5,,1.5,,3529677,35297,1328980,389502,0,,131013,131013,0,1,2,K-12 School,132672,,,,,,No Issue,Compliant,,,K-12 School,
138,1926049321,2020,SPS-District K-12,INGRAHAM HIGH (SPS-DISTRICT),,1,NORTHWEST,NOT_FOUND,1959,1819 N 135TH ST,SEATTLE,WA,98133,47.7257,-122.33684,,,K-12 School,474.7,91,,42.2,42.9,11559216,11372792,61.9,62.6,,1.9,,8667902,86679,2704890,792758,0,,245587,245587,0,1,1,K-12 School,269361,,,,,,No Issue,Compliant,,,K-12 School,
139,1926049434,2020,NonResidential,7066-Seattle-Northgate,KING COUNTY,1,NORTHWEST,131,2002,13300 STONE AVE N,SEATTLE,WA,98133,47.72529,-122.34115,,,Hotel,62.9,92,,36.4,36.4,2572611,2567118,76.3,76.4,,0.9,,1029800,10298,1537318,450562,0,,69138,69138,0,1,3,Hotel,70609,,,,,,No Issue,Compliant,,,Hotel,
140,1931301145,2020,SPS-District K-12,B F DAY ELEMENTARY (SPS-DISTRICT),,1,LAKE UNION,NOT_FOUND,1991,3921 LINDEN AVE N,SEATTLE,WA,98103,47.65464,-122.34912,,,K-12 School,9.6,71,,27.7,27.7,1806970,1806970,77.6,77.6,,0.1,,0,0,1806970,529593,0,,66588,66588,0,1,3,K-12 School,65188,,,,,,No Issue,Compliant,,,K-12 School,
141,1932300245,2020,SPS-District K-12,HUGHES ELEMENTARY SCHOOL (SPS-DISTRICT),,1,DELRIDGE NEIGHBORHOODS,NOT_FOUND,1926,7740 34TH AVE SW,SEATTLE,WA,98126,47.53284,-122.37493,,,K-12 School,36.9,,,28.1,29.5,1499074,1426613,57.6,59.6,,0.8,,612929,6129,813684,238477,0,,44324,44324,0,0,3,K-12 School,50742,,,,,,No Issue,Compliant,,,K-12 School,
142,1972204390,2020,NonResidential,SEATTLE PACIFIC UNIVERSITY - Royal Brougham Pavilion,SEATTLE CITY OF,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1927,3414 3RD AVE W,SEATTLE,WA,98119,47.65115,-122.36037,,,College/University,188.8,,,76.4,80,6623504,6320574,145.2,149,,2.3,,3247467,32475,3073107,900676,0,,82746,82746,0,0,2,College/University,82746,,,,,,No Issue,Compliant,,,College/University,
144,1974600035,2020,NonResidential,ALEXIS HOTEL,HPT IHG-2 PROPERTIES TRUST,1,DOWNTOWN,64,1904,1007 1ST AVE,SEATTLE,WA,98104,47.6048,-122.3368,,,Hotel,55.1,100,,16.6,16.8,3205018,3177040,39.3,39.7,,0.3,,798875,7989,2378165,697000,0,,182237,169037,13200,2,5,Hotel,169037,Enclosed Mall,21943,,,,No Issue,Compliant,,,Hotel,
145,1974700025,2020,Nonresidential COS,BENAROYA HALL,1918 EIGHTH LLC,1,DOWNTOWN,NOT_FOUND,1998,1301 3RD AVE,SEATTLE,WA,98101,47.60804,-122.3367,,,Mixed Use Property,357.8,,,60.3,61.1,10529439,10396470,132.2,133.1,,2.1,,137701,1377,6448967,1890084,3809802,,174000,174000,0,1,6,Performing Arts,163031,Parking,153719,Social/Meeting Hall,9380,,No Issue,Compliant,,,Mixed Use Property,
147,2767703875,2020,Campus,SWEDISH MEDICAL CENTER BALLARD - CAMPUS,,1,BALLARD,NOT_FOUND,1954,5300 TALLMAN AVE NW,SEATTLE,WA,98107,47.66737,-122.37956,,,Hospital (General Medical & Surgical),1522.7,56,,183.1,181.9,55053696,55424472,364.2,360.8,,5,,25694016,256940,29730455,8713498,0,,451526,302661,148865,2,5,Hospital (General Medical & Surgical),302661,Parking,148865,,,,No Issue,Compliant,,,Hospital,
163,5247801465,2020,Nonresidential COS,FIRE STATION 10/FAC/EOC,SWEAZEY INVESTMENTS L L C,1,DOWNTOWN,NOT_FOUND,2006,400 S WASHINGTON ST,SEATTLE,WA,98104,47.60102,-122.32873,,,Fire Station,133.3,,,140.7,141.7,8211929,8155646,337.2,336.5,,2.2,,1881380,18814,6274265,1838882,0,,61156,61156,0,1,4,Fire Station,30301,Office,27659,,,,No Issue,Compliant,,,Fire/Police Station,
167,5247802715,2020,NonResidential,WING LUKE MUSEUM/KONG YICK BLDG.,WLAM PROPERTY ASSOCIATION,1,DOWNTOWN,NOT_FOUND,1910,719 S KING ST,SEATTLE,WA,98104,47.59809,-122.32283,,,Museum,25.9,,,22.1,22.6,1310425,1279413,49.7,50.3,,0.4,,399652,3997,879761,257843,0,,72820,59000,13820,1,4,Museum,58000,,,,,,No Issue,Compliant,,,Entertainment/Public Assembly,
168,5458300285,2020,NonResidential,HAMPTON INN & SUITES,PFHC-700 5TH AVE LLC,1,MAGNOLIA / QUEEN ANNE,125,1996,700 5TH AVE N,SEATTLE,WA,98109,47.62614,-122.3467,,,Hotel,55.9,100,,29.7,29.7,3380638,3380638,71,71,,0.4,,793967,7940,2586671,758110,0,,162222,148022,14200,1,4,Hotel,113702,Parking,40911,,,,No Issue,Compliant,,,Hotel,
169,5700000455,2020,SPS-District K-12,FRANKLIN HIGH SCHOOL (SPS-DISTRICT),,1,SOUTHEAST,NOT_FOUND,1990,3013 S MOUNT BAKER BLVD,SEATTLE,WA,98144,47.57589,-122.29365,,,K-12 School,108,95,,23.1,23.9,6353816,6137994,54.4,55.8,,0.4,,1577231,15772,4560762,1336683,0,,289588,289588,0,1,4,K-12 School,265346,,,,,,No Issue,Compliant,,,K-12 School,
170,6003000470,2020,NonResidential,SEATTLE CENTRAL COLLEGE - FINE ARTS BLDG,CENTRAL PUGET SOUND REGIONAL TRANSIT AUTHORITY,1,EAST,NOT_FOUND,1915,801 E PINE ST,SEATTLE,WA,98122,47.61495,-122.32177,,,College/University,64.8,,,35.4,36.7,2378902,2294530,69.4,70.8,,1,,1100869,11009,1193662,349842,0,,64820,64820,0,1,3,College/University,50820,Performing Arts,14000,,,,No Issue,Compliant,,,College/University,
172,6171900005,2020,Campus,SOUTH SEATTLE COLLEGE - CAMPUS MASTER ID,,1,DELRIDGE NEIGHBORHOODS,NOT_FOUND,1970,6000 16TH AVE SW,SEATTLE,WA,98106,47.547,-122.35307,,,College/University,648.4,,,54.8,55.3,29291408,29004120,105,106.5,,1.2,,10770503,107705,14366117,4210468,0,,529343,529343,0,27,2,College/University,529343,,,,,,No Issue,Compliant,,,College/University,
173,6418100005,2020,NonResidential,SEATTLE CHILDREN'S HOSPITAL (ADMIN BLDG),COH CARE,1,NORTHEAST,NOT_FOUND,2002,6901 SAND POINT WAY NE,SEATTLE,WA,98115,47.67836,-122.26442,,,Office,226,,,111.8,113,10884899,10764392,248.8,250.1,,2.3,,3530941,35309,7233450,2120003,0,,96300,96300,0,1,2,Office,96300,Data Center,0,,,,No Issue,Compliant,,,Office,
174,6834700175,2020,Nonresidential COS,CSC Vehicle Maintenance (E),WASHINGTON STATE OF,1,GREATER DUWAMISH,NOT_FOUND,1950,805 S DEARBORN ST,SEATTLE,WA,98134,47.59545,-122.32146,,,"Repair Services (Vehicle, Shoe, Locksmith, etc)",223.7,,,86.1,90.6,6137416,5835390,137,142.3,,3.3,,4030923,40309,1804468,528859,0,,67356,67356,0,1,1,"Repair Services (Vehicle, Shoe, Locksmith, etc)",67772,,,,,,No Issue,Compliant,,,Services,
175,6840701230,2020,SPS-District K-12,GARFIELD HIGH (SPS-DISTRICT),SEATTLE SCHOOL DISTRICT NO 1,1,CENTRAL,NOT_FOUND,2008,400 23RD AVE,SEATTLE,WA,98122,47.60598,-122.30156,,,K-12 School,281.3,78,,39.5,41.3,10539292,10092129,78,79.8,,1.1,,4762628,47626,5329500,1561987,0,,254523,254523,0,1,3,K-12 School,255419,,,,,,No Issue,Compliant,,,K-12 School,
176,7129302300,2020,SPS-District K-12,EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),,1,SOUTHEAST,NOT_FOUND,2001,9709 60TH AVE S,SEATTLE,WA,98118,47.51482,-122.25864,,,K-12 School,100.9,48,,44.3,45.9,3615806,3491598,85.8,87.4,,1.3,,1723553,17236,1768045,518184,0,,78804,78804,0,1,3,K-12 School,78804,,,,,,No Issue,Compliant,,,K-12 School,
177,7152200350,2020,SPS-District K-12,MADRONA SCHOOL (SPS-DISTRICT),,1,CENTRAL,NOT_FOUND,2002,1121 33RD AVE,SEATTLE,WA,98122,47.61224,-122.29087,,,K-12 School,36.8,76,,30.4,31,2114715,2072023,71.3,71.9,,0.5,,540098,5401,1531925,448982,0,,66994,66994,0,1,3,K-12 School,68127,,,,,,No Issue,Compliant,,,K-12 School,
178,7243500230,2020,SPS-District K-12,VAN ASSELT ELEMENTARY @ AAA  (SPS-DISTRICT),BEACON HOMES INC,1,GREATER DUWAMISH,NOT_FOUND,2000,8311 BEACON AVE S,SEATTLE,WA,98118,47.52915,-122.28904,,,K-12 School,91.4,86,,30.5,31.7,3113271,3001202,57.3,58.5,,0.9,,1578869,15789,1422333,416862,0,,98357,98357,0,1,3,K-12 School,98357,,,,,,No Issue,Compliant,,,K-12 School,
179,7378600265,2020,NonResidential,UNION GOSPEL MISSION ASSN - ADMIN BUILDING,SEATTLES UNION GOSPEL MISSION,1,GREATER DUWAMISH,102,1958,3800 S OTHELLO ST,SEATTLE,WA,98118,47.53827,-122.28406,,,Worship Facility,31.7,13,,61.4,61.8,3387144,3362690,162.7,163.2,,0.6,,289291,2893,3073399,900762,0,,54765,54765,0,1,1,Worship Facility,29000,Office,25765,,,,No Issue,Compliant,,,Worship Facility,
180,7378600265,2020,NonResidential,UNION GOSPEL MISSION ASSN / HOPE PLACE,SEATTLES UNION GOSPEL MISSION,1,GREATER DUWAMISH,102,2009,3802 S OTHELLO ST,SEATTLE,WA,98118,47.53722,-122.284,,,Other - Lodging/Residential,90.3,,,19.8,20.7,1842954,1764828,22.2,23.2,,1,,1693578,16936,71249,20882,0,,89821,89821,0,1,5,Other - Lodging/Residential,46483,Office,37938,Food Service,4579,,No Issue,Compliant,,,Worship Facility,
182,7443000070,2020,NonResidential,SEATTLE PACIFIC UNIVERSITY - Otto Miller Hall,,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1980,3469 3RD AVE W,SEATTLE,WA,98119,47.65147,-122.36122,,,College/University,93,,,67.6,69.8,3674705,3556779,137.7,140.1,,1.8,,1550940,15509,2005839,587878,0,,52611,52611,0,1,2,College/University,52611,,,,,,No Issue,Compliant,,,College/University,
183,7443000375,2020,Multifamily LR (1-4),"EMERSON HALL, SEATTLE PACIFIC UNIVERSITY",SEATTLE PACIFIC UNIVERSITY,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,2001,362 W EMERSON ST,SEATTLE,WA,98119,47.65068,-122.36331,,,Multifamily LR (1-4),98.4,93,,27.7,28.8,3896620,3747341,56.2,58.1,,1,,1641609,16416,2105732,617155,0,,139600,102100,37500,1,4,Residence Hall/Dormitory,135520,,,,,,No Issue,Compliant,,,Multifamily Housing,
185,2826049152,2020,SPS-District K-12,NATHAN HALE HIGH (SPS-DISTRICT),SEATTLE CITY OF,1,NORTH,NOT_FOUND,2011,10750 30TH AVE NE,SEATTLE,WA,98125,47.70763,-122.29453,,,K-12 School,165.3,92,,24.9,25.9,6339058,6093524,49.8,50.9,,0.7,,2779670,27797,3313853,971235,0,,236758,236758,0,1,2,K-12 School,244739,Parking,0,,,,No Issue,Compliant,,,K-12 School,
189,2919200635,2020,SPS-District K-12,GREENWOOD ELEMENTARY (SPS-DISTRICT),,6,NORTHWEST,NOT_FOUND,2002,144 NW 80TH ST,SEATTLE,WA,98117,47.68725,-122.35996,,,K-12 School,68.9,83,,33.4,34.7,2113567,2031961,58.6,60,,1.1,,1215004,12150,816957,239436,0,,62526,62526,0,1,3,K-12 School,60834,,,,,,No Issue,Compliant,,,K-12 School,
190,2924049043,2020,NonResidential,WEBSTER ST BUILDING (CEDAR GROVE),FIRST SOUTH PROPERTIES L L C,1,GREATER DUWAMISH,NOT_FOUND,2007,7343 E MARGINAL WAY S,SEATTLE,WA,98108,47.536,-122.31768,,,Mixed Use Property,33.5,,,39,39.4,2390981,2363931,96.6,97,,0.5,,437090,4371,1926841,564725,0,,64015,64015,0,1,3,Office,24419,Non-Refrigerated Warehouse,21720,Other - Services,14480,,No Issue,Compliant,,,Mixed Use Property,
194,2926049025,2020,Campus,NORTHGATE MALL SHOPPING CENTER RETAIL STORES  - ACTIVE/PRIMARY ID,PAN WASHINGTON LLC,5,NORTH,NOT_FOUND,1951,401 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70759,-122.3255,,,Retail Store,296.1,100,,21.2,21.7,11493797,11222507,42.9,43.5,,0.6,,4947773,49478,6274733,1839019,0,,530039,530039,0,1,1,Retail Store,505103,Restaurant,24936,,,,Account Requires Verification,Not Compliant,,,Retail Store,
198,2982800005,2020,Campus,SEATTLE CHILDREN'S HOSPITAL  (MAIN CAMPUS),,1,NORTHEAST,NOT_FOUND,1953,4800 SAND POINT WAY NE,SEATTLE,WA,98105,47.66231,-122.28146,,,Hospital (General Medical & Surgical),7763.5,22,,268.8,269.7,242055824,241238768,488.3,486,,8.8,,135601638,1356016,105637124,30960470,0,,879000,879000,0,10,10,Hospital (General Medical & Surgical),897371,,,,,,No Issue,Compliant,,,Hospital,
200,3026049024,2020,NonResidential,Verity Credit Union,NW FEDERAL CREDIT UNION,1,NORTHWEST,NOT_FOUND,1996,11027 MERIDIAN AVE N,SEATTLE,WA,98133,47.70956,-122.3345,,,Financial Office,77.1,81,,78,78.8,2936738,2907654,157.8,158.6,,2,,1290025,12900,1617629,474100,0,,55442,39017,16425,1,3,Financial Office,28636,Parking,15385,Medical Office,8644,,No Issue,Compliant,,,Office,
205,3050700050,2020,SPS-District K-12,BALLARD HIGH (SPS-DISTRICT),,1,BALLARD,NOT_FOUND,1999,1418 NW 65TH ST,SEATTLE,WA,98117,47.67661,-122.37489,,,K-12 School,126.2,87,,28.5,29.5,7372138,7118199,66.8,68.8,,0.5,,1848541,18485,5269657,1544448,0,,242795,242795,0,1,2,K-12 School,249963,,,,,,No Issue,Compliant,,,K-12 School,
